EX1G,EX2G,A1G,A2G,C1G,C2G,ES1G,ES2G,O1G,O2G,EX1,EX2,A1,A2,C1,C2,ES1,ES2,O1,O2,H/D
4,5,2,5,4,4,1,1,5,4,1.39,4.03,0.42,2.86,2.09,1.61,1.61,1.79,1.89,2.09,H
3,2,5,4,3,4,3,3,2,3,3.31,0.71,1.21,0.65,3.31,0.81,3.23,2.73,1.59,4.15,H
5,3,3,3,4,4,2,4,5,2,1.45,2.23,1.91,2.17,1.57,1.21,0.99,1.68,1.26,1.26,H
2,3,3,2,3,2,3,3,3,3,2.64,5.20,4.46,2.26,4.63,5.73,4.52,3.83,4.06,5.81,H
3,1,4,1,4,4,1,1,5,5,0.66,2.97,1.62,5.23,1.57,1.21,3.22,3.58,1.26,1.19,H
1,1,4,2,4,5,1,1,4,4,7.63,2.97,2.16,0.75,2.09,0.25,3.22,3.58,1.91,2.09,H
3,2,4,4,2,4,4,3,3,4,1.98,0.71,2.70,1.62,1.21,2.02,3.27,1.64,1.74,2.61,H
5,5,3,5,5,5,1,1,1,2,3.61,6.72,0.64,4.77,4.03,1.24,2.42,2.68,6.25,0.63,H
3,2,4,4,3,4,3,3,4,4,2.65,0.36,2.70,1.62,2.65,2.02,2.58,2.19,2.39,2.61,H
4,5,3,4,4,4,4,4,5,4,2.44,2.69,0.64,2.27,3.66,2.82,4.57,3.92,1.26,3.66,H
3,2,2,2,1,3,2,2,3,3,2.65,1.78,2.11,3.76,1.11,8.34,2.47,3.07,2.32,3.32,H
4,2,4,4,3,4,2,2,4,4,2.09,1.07,3.24,1.95,0.66,2.42,1.48,1.84,2.86,3.13,H
4,2,4,4,4,5,4,4,4,5,2.44,0.36,3.78,2.27,3.66,0.50,4.57,3.92,3.34,1.19,H
3,2,2,3,5,5,3,3,4,4,2.65,0.71,0.84,2.89,1.61,0.50,2.58,2.19,0.95,1.04,H
4,2,4,4,3,4,2,2,4,4,2.09,1.07,3.24,1.95,0.66,2.42,1.48,1.84,2.86,3.13,H
2,3,2,4,2,4,2,2,2,2,6.16,0.74,2.95,0.65,4.25,0.81,3.45,4.30,5.56,4.41,H
3,3,3,3,2,5,4,3,3,4,3.97,4.45,3.82,4.34,0.61,0.25,1.31,3.28,3.48,1.04,H
3,3,3,3,2,5,4,3,3,4,3.97,4.45,3.82,4.34,0.61,0.25,1.31,3.28,3.48,1.04,H
3,2,3,4,4,1,2,3,3,4,2.65,0.71,2.55,0.97,1.57,1.69,0.99,2.19,2.32,1.57,H
4,2,4,4,4,4,2,2,4,2,2.09,1.42,3.24,1.95,3.13,2.42,1.97,2.46,2.86,2.52,H
4,1,4,4,5,5,4,2,5,5,1.39,0.74,2.16,1.30,3.22,1.00,2.61,0.61,2.52,2.37,H
5,4,2,5,2,5,2,1,2,4,2.17,1.63,1.69,2.86,2.43,0.75,1.97,0.89,3.18,1.04,H
5,2,4,4,5,5,4,2,3,3,2.17,0.71,1.62,0.97,2.42,0.75,1.96,1.23,1.16,1.66,H
5,4,4,4,5,5,4,5,4,4,2.89,4.90,3.24,1.95,3.22,1.00,3.92,4.62,2.86,3.13,D
4,3,4,3,4,4,4,4,4,5,2.44,1.48,3.78,1.45,3.66,2.82,4.57,3.92,3.34,0.59,D
5,4,3,5,5,5,4,5,5,4,4.34,2.45,0.64,5.73,4.83,1.49,1.96,6.93,3.78,1.57,D
5,4,3,5,5,5,4,5,5,4,4.34,2.45,0.64,5.73,4.83,1.49,1.96,6.93,3.78,1.57,D
5,1,5,2,5,5,5,5,5,1,5.06,1.48,8.47,0.75,5.64,1.74,7.91,8.09,4.41,2.42,D
5,4,4,4,5,5,5,4,5,4,3.61,4.09,2.70,1.62,4.03,1.24,5.65,2.80,3.15,2.61,D
5,4,3,3,5,5,5,5,5,4,4.34,1.63,1.27,1.45,4.83,1.49,6.78,6.93,3.78,1.04,D
5,2,3,2,5,5,4,5,5,5,4.34,0.71,0.64,1.50,4.83,1.49,0.65,6.93,3.78,3.56,D
5,4,5,3,5,5,5,5,5,4,5.06,1.63,8.47,0.72,5.64,1.74,7.91,8.09,4.41,1.04,D
5,1,5,3,5,5,5,5,5,5,5.78,0.74,9.68,0.72,6.45,1.99,9.04,9.24,5.04,4.75,D
5,2,4,2,5,5,4,5,5,2,3.61,1.07,1.08,2.26,4.03,1.24,1.31,5.78,3.15,1.89,D
5,4,5,4,5,5,5,5,4,5,5.06,2.45,8.47,0.97,5.64,1.74,7.91,8.09,1.43,4.15,D
5,4,4,3,4,5,5,5,5,5,4.34,2.45,1.62,0.72,1.57,1.49,6.78,6.93,3.78,3.56,D
5,1,5,2,5,5,5,5,5,4,5.06,0.74,8.47,0.75,5.64,1.74,7.91,8.09,4.41,0.52,D
5,4,3,3,5,5,5,4,4,4,2.89,3.27,1.27,1.45,3.22,1.00,4.52,2.24,1.91,2.09,D
5,4,4,2,4,5,1,5,5,5,3.61,2.45,1.62,0.75,1.57,1.24,0.81,5.78,3.15,2.97,D
5,2,4,4,5,5,4,4,4,5,2.89,0.36,2.70,1.62,3.22,1.00,3.27,2.80,2.39,2.37,D
5,1,4,2,5,5,5,5,5,4,4.34,0.74,1.08,0.75,4.83,1.49,6.78,6.93,3.78,1.04,D
4,1,4,3,4,5,4,4,3,3,1.74,0.74,2.70,2.17,2.61,0.25,3.27,2.80,1.74,2.49,D
4,1,3,3,4,5,4,5,3,5,1.04,0.74,1.91,2.17,1.57,0.75,1.96,3.47,1.74,1.78,D
5,2,3,3,4,5,4,4,4,4,1.45,0.36,1.27,1.45,2.61,0.50,3.27,2.80,2.39,2.61,D
4,3,2,4,4,5,4,4,5,3,1.74,1.48,0.42,1.62,2.61,0.50,3.27,2.80,1.26,1.66,D
5,1,4,5,5,5,5,5,5,5,5.78,0.74,0.54,7.63,6.45,1.99,9.04,9.24,5.04,4.75,D
5,2,5,4,4,5,5,3,5,5,4.34,0.36,7.26,0.65,1.04,1.49,6.78,0.55,3.78,3.56,D
5,5,1,5,5,5,2,4,5,3,4.34,8.07,1.39,5.73,4.83,1.49,0.49,0.56,3.78,0.83,D
5,3,3,4,5,5,5,5,3,4,3.61,2.23,1.91,0.65,4.03,1.24,5.65,5.78,1.74,1.04,D
5,1,5,4,5,5,5,5,3,4,4.34,0.74,7.26,0.65,4.83,1.49,6.78,6.93,0.58,1.04,D
5,4,2,4,5,5,5,5,5,5,5.06,1.63,0.42,0.65,5.64,1.74,7.91,8.09,4.41,4.15,D
4,1,4,5,4,5,2,4,4,1,1.74,1.48,2.70,1.91,2.61,0.50,0.49,2.80,2.39,2.42,D
5,1,1,5,1,5,1,5,5,1,3.61,3.71,6.93,4.77,5.53,1.24,4.03,5.78,3.15,6.05,D
5,3,4,4,4,5,5,5,5,4,3.61,0.74,2.16,1.30,2.09,1.24,5.65,5.78,3.15,2.09,D
5,2,4,4,5,5,4,5,5,5,4.34,0.36,1.62,0.97,4.83,1.49,1.96,6.93,3.78,3.56,D
4,2,4,4,5,5,3,4,4,4,2.09,0.36,3.24,1.95,1.61,0.50,0.65,3.36,2.86,3.13,D
4,3,1,3,2,3,3,5,4,2,0.70,2.97,1.39,2.89,1.21,8.34,2.58,1.16,0.95,1.26,D
5,3,3,3,5,5,5,5,5,3,4.34,2.97,2.55,2.89,4.83,1.49,6.78,6.93,3.78,3.32,D
5,4,4,5,4,5,1,5,5,1,3.61,2.45,1.62,4.77,1.57,1.24,1.61,5.78,3.15,2.42,D
5,1,2,5,5,5,5,5,5,5,5.78,0.74,0.42,7.63,6.45,1.99,9.04,9.24,5.04,4.75,D
4,2,5,4,4,4,4,5,4,4,2.44,0.36,2.42,2.27,3.66,2.82,4.57,2.31,3.34,3.66,D
3,2,2,2,1,4,1,2,4,1,0.66,1.42,1.69,3.01,3.32,0.81,2.42,2.46,0.95,3.63,D
5,4,2,4,5,5,1,5,5,4,3.61,2.45,0.42,0.97,4.03,1.24,0.81,5.78,3.15,1.57,D
4,4,4,3,4,4,4,4,4,5,2.79,6.54,4.32,0.72,4.18,3.23,5.23,4.48,3.82,0.59,D
4,2,3,3,4,5,3,4,4,4,1.74,0.36,1.91,2.17,2.61,0.25,1.94,2.80,2.39,2.61,D
4,2,4,3,4,4,4,4,2,4,2.44,0.71,3.78,0.72,3.66,2.82,4.57,3.92,1.59,3.66,D
5,2,1,2,5,4,5,4,4,3,2.17,0.71,1.39,1.50,2.42,1.21,3.39,1.68,1.43,0.83,D
5,4,3,3,5,5,5,4,4,4,2.89,3.27,1.27,1.45,3.22,1.00,4.52,2.24,1.91,2.09,D
5,1,5,5,5,5,5,5,5,5,6.51,0.74,10.89,8.59,7.25,2.24,10.17,10.40,5.67,5.34,D
5,5,5,1,5,5,5,1,3,5,5.06,9.41,8.47,2.61,5.64,1.74,7.91,1.79,0.58,4.15,D
4,2,2,4,2,4,2,4,4,2,1.74,1.78,2.11,1.62,3.04,2.02,2.47,2.80,2.39,3.15,D
5,4,5,3,5,5,5,5,5,4,5.06,1.63,8.47,0.72,5.64,1.74,7.91,8.09,4.41,1.04,D
5,2,2,3,5,5,5,5,4,5,4.34,0.71,0.84,0.72,4.83,1.49,6.78,6.93,0.48,3.56,D
5,1,1,4,5,5,5,5,1,4,3.61,2.23,4.16,0.65,4.03,1.24,5.65,5.78,6.25,1.04,D
5,1,5,3,5,5,3,5,5,5,5.06,0.74,8.47,1.45,5.64,1.74,1.29,8.09,4.41,4.15,D
5,2,2,5,4,4,4,4,4,4,1.45,0.71,0.84,1.91,3.13,2.42,3.92,3.36,2.86,3.13,D
5,4,3,3,5,5,5,4,4,4,2.89,3.27,1.27,1.45,3.22,1.00,4.52,2.24,1.91,2.09,D
4,2,5,4,5,5,4,3,1,4,1.39,0.36,3.63,1.30,2.42,0.75,2.61,0.55,2.08,2.09,D
2,5,2,5,1,1,2,2,2,4,4.40,2.69,2.11,1.91,2.21,3.37,2.47,3.07,3.97,0.52,D
5,1,5,5,5,5,4,5,5,5,5.78,0.74,9.68,7.63,6.45,1.99,0.65,9.24,5.04,4.75,D
5,2,4,4,4,5,4,5,5,4,2.89,0.36,2.70,1.62,2.61,1.00,3.27,4.62,2.52,2.61,D
4,2,2,4,4,5,4,4,4,4,2.44,0.71,0.84,2.27,3.66,0.25,4.57,3.92,3.34,3.66,D
4,2,5,4,5,4,2,4,2,1,1.39,1.07,2.42,1.30,1.61,1.61,1.48,2.24,2.38,1.21,D
5,2,4,4,5,5,4,4,4,1,2.17,0.36,2.70,1.62,2.42,0.75,3.27,2.80,2.39,1.21,D
5,3,3,4,5,5,3,2,4,3,2.17,2.97,2.55,0.65,2.42,0.75,2.58,0.61,0.95,3.32,D
5,5,5,5,5,5,5,5,5,5,7.23,13.44,12.10,9.54,8.06,2.49,11.30,11.55,6.30,5.93,D
5,3,2,4,3,5,4,5,5,2,2.89,1.48,0.84,0.65,1.32,1.00,1.31,4.62,2.52,1.26,D
5,5,2,4,5,5,5,5,5,2,5.06,9.41,0.84,0.32,5.64,1.74,7.91,8.09,4.41,1.26,D
4,3,4,4,5,5,4,4,4,3,2.09,1.48,3.24,1.95,1.61,0.50,3.92,3.36,2.86,1.66,D
4,1,3,4,4,5,4,4,5,5,1.74,0.74,0.64,1.62,2.61,0.75,3.27,2.80,1.89,1.78,D
4,2,4,2,5,5,5,3,5,3,0.70,0.71,1.08,1.50,3.22,1.00,4.52,1.09,2.52,1.66,D
5,4,4,4,4,4,4,4,4,5,1.45,6.54,4.32,2.60,4.18,3.23,5.23,4.48,3.82,1.19,D
5,4,4,4,4,4,4,4,4,5,1.45,6.54,4.32,2.60,4.18,3.23,5.23,4.48,3.82,1.19,D
4,1,3,4,4,5,4,4,5,5,1.74,0.74,0.64,1.62,2.61,0.75,3.27,2.80,1.89,1.78,D
5,2,4,2,5,5,4,5,5,3,3.61,0.71,1.08,1.50,4.03,1.24,1.31,5.78,3.15,0.83,D
5,2,4,2,5,5,4,5,5,3,3.61,0.71,1.08,1.50,4.03,1.24,1.31,5.78,3.15,0.83,D
4,2,4,2,5,5,5,3,5,3,0.70,0.71,1.08,1.50,3.22,1.00,4.52,1.09,2.52,1.66,D
4,2,3,4,5,5,4,4,3,4,1.74,0.36,1.27,1.62,1.61,0.50,3.27,2.80,1.16,2.61,D
5,1,2,1,5,5,4,5,5,1,3.61,2.23,0.42,3.92,4.03,1.24,0.65,5.78,3.15,3.63,D
5,5,5,2,5,5,5,5,1,2,5.06,9.41,8.47,1.50,5.64,1.74,7.91,8.09,2.08,1.26,D
4,2,3,3,5,5,4,4,4,4,1.74,0.36,1.27,1.45,1.61,0.50,3.27,2.80,2.39,2.61,D
5,2,4,3,4,5,4,4,5,5,2.89,0.36,2.16,0.72,2.09,1.00,2.61,2.24,2.52,2.37,D
5,5,3,4,5,5,5,5,5,4,5.06,9.41,0.64,0.65,5.64,1.74,7.91,8.09,4.41,1.04,D
4,3,4,3,4,5,3,4,4,4,2.09,2.23,3.24,2.17,3.13,0.25,1.94,3.36,2.86,3.13,D
3,3,3,3,3,3,3,3,1,3,5.95,6.68,5.74,6.51,5.95,18.76,5.81,4.92,2.08,7.46,D
1,4,5,3,5,5,5,5,5,4,1.91,1.63,7.26,0.72,4.83,1.49,6.78,6.93,3.78,1.04,D
1,5,1,5,5,1,1,1,5,1,11.45,5.38,8.31,3.82,3.22,10.12,4.83,5.37,2.52,7.26,D
5,2,3,3,4,5,5,5,3,5,3.61,0.36,1.91,2.17,0.52,1.24,5.65,5.78,1.74,2.97,D
5,3,5,3,5,5,5,5,3,4,4.34,2.23,7.26,2.17,4.83,1.49,6.78,6.93,1.74,0.52,D
5,2,3,4,5,5,5,5,4,4,3.61,0.36,0.64,0.97,4.03,1.24,5.65,5.78,1.43,1.57,D
5,2,4,5,4,5,4,4,4,2,2.17,0.71,2.70,2.86,2.61,0.75,3.27,2.80,2.39,1.26,D
5,4,4,5,4,5,1,5,5,1,3.61,2.45,1.62,4.77,1.57,1.24,1.61,5.78,3.15,2.42,D
5,4,4,2,4,4,4,4,5,4,1.45,5.72,3.78,0.75,3.66,2.82,4.57,3.92,1.26,3.66,D
4,1,4,2,5,5,4,3,2,4,1.39,0.74,2.16,1.50,1.61,0.50,2.61,0.55,1.59,2.09,D
4,2,3,5,5,5,5,5,3,5,0.35,0.36,1.27,5.73,4.83,1.49,6.78,6.93,1.16,3.56,D
4,3,3,3,5,4,3,3,3,3,0.70,5.20,4.46,5.06,0.81,0.81,4.52,3.83,4.06,5.81,D
5,2,4,4,4,4,4,4,3,4,0.72,0.36,3.78,2.27,3.66,2.82,4.57,3.92,0.58,3.66,D
5,2,5,5,5,5,5,5,3,4,5.06,0.36,8.47,6.68,5.64,1.74,7.91,8.09,0.58,0.52,D
4,4,4,3,5,4,4,4,4,5,2.44,5.72,3.78,0.72,1.61,2.82,4.57,3.92,3.34,1.19,D
5,4,3,5,4,5,4,4,5,4,2.89,4.09,0.64,3.82,2.61,1.00,3.27,2.80,2.52,2.61,D
4,3,4,4,5,5,4,5,5,4,1.74,0.74,2.70,1.62,3.22,1.00,3.27,4.62,2.52,2.61,D
4,2,4,2,5,5,4,5,5,4,1.39,0.71,2.16,1.50,3.22,1.00,2.61,4.62,2.52,2.09,D
4,4,4,4,5,5,4,4,2,5,2.09,4.90,3.24,1.95,2.42,0.75,3.92,3.36,0.79,1.78,D
5,5,5,4,5,5,5,5,4,5,5.78,10.75,9.68,0.65,6.45,1.99,9.04,9.24,0.95,4.75,D
5,1,5,4,5,5,5,5,5,5,5.78,0.74,9.68,0.32,6.45,1.99,9.04,9.24,5.04,4.75,D
5,2,5,4,4,5,4,5,4,2,2.89,0.71,4.84,1.30,2.09,1.00,2.61,4.62,1.91,1.26,D
5,2,3,4,5,5,5,5,4,5,4.34,0.36,0.64,0.65,4.83,1.49,6.78,6.93,0.95,3.56,D
5,4,2,4,5,4,4,4,5,3,2.17,4.09,0.42,1.62,2.42,2.02,3.27,2.80,1.89,0.83,D
5,3,2,2,5,5,5,3,5,5,4.34,1.48,0.84,1.50,4.83,1.49,6.78,1.09,3.78,3.56,D
5,3,3,3,5,4,5,4,4,3,2.17,2.97,2.55,2.89,2.42,1.21,3.39,1.68,1.43,3.32,D
5,5,4,2,5,5,5,5,5,5,5.78,10.75,0.54,0.75,6.45,1.99,9.04,9.24,5.04,4.75,D
5,2,4,4,4,5,4,4,5,5,2.89,0.36,2.70,1.62,2.61,1.00,3.27,2.80,2.52,2.37,D
5,4,4,4,4,5,4,4,4,4,1.45,6.54,4.32,2.60,4.18,0.50,5.23,4.48,3.82,4.18,D
5,5,3,2,5,5,5,5,2,5,5.06,9.41,0.64,1.50,5.64,1.74,7.91,8.09,1.59,4.15,D
2,4,2,5,5,3,5,5,5,2,2.64,0.82,1.27,4.77,4.03,2.08,5.65,5.78,3.15,1.89,D
5,5,3,2,5,5,5,5,2,5,5.06,9.41,0.64,1.50,5.64,1.74,7.91,8.09,1.59,4.15,D
4,1,5,4,5,5,5,5,5,4,1.04,0.74,7.26,0.97,4.83,1.49,6.78,6.93,3.78,1.57,D
4,1,5,4,5,5,5,5,5,4,1.04,0.74,7.26,0.97,4.83,1.49,6.78,6.93,3.78,1.57,D
4,2,4,5,4,4,3,3,5,3,1.39,0.36,2.16,1.91,2.09,1.61,1.94,1.64,1.26,2.49,D
5,3,5,3,5,5,5,5,4,3,4.34,2.23,7.26,2.17,4.83,1.49,6.78,6.93,0.48,2.49,D
5,1,5,4,5,5,5,5,5,4,5.06,0.74,8.47,0.65,5.64,1.74,7.91,8.09,4.41,1.04,D
5,2,4,2,5,5,5,5,5,5,5.06,0.71,0.54,1.50,5.64,1.74,7.91,8.09,4.41,4.15,D
5,4,4,4,4,5,4,5,5,4,2.89,4.90,3.24,1.95,3.13,1.00,3.92,4.62,2.52,3.13,D
4,1,4,2,5,5,4,4,4,4,2.09,0.74,3.24,0.75,1.61,0.50,3.92,3.36,2.86,3.13,D
3,3,2,3,3,4,3,3,3,3,5.29,5.94,0.42,5.78,5.29,0.40,5.16,4.37,4.64,6.63,D
4,1,3,5,5,5,5,5,5,3,0.35,0.74,1.27,5.73,4.83,1.49,6.78,6.93,3.78,1.66,D
4,4,2,2,5,4,5,5,5,4,1.39,3.27,0.84,1.50,3.22,1.61,4.52,4.62,2.52,2.09,D
3,3,2,5,4,4,5,2,5,4,1.32,1.48,0.84,2.86,1.57,1.21,3.39,1.23,1.89,1.57,D
4,3,2,3,3,4,2,4,3,3,1.04,3.71,0.84,3.61,3.31,1.21,0.99,1.68,2.90,4.15,D
5,2,4,2,5,5,5,4,2,5,3.61,1.07,1.08,2.26,4.03,1.24,5.65,1.12,2.38,2.97,D
4,2,4,4,4,4,4,4,4,4,3.13,0.36,4.86,2.92,4.70,3.63,5.88,5.04,4.29,4.70,D
5,2,5,4,5,5,4,4,5,2,3.61,0.71,6.05,0.97,4.03,1.24,1.96,1.68,3.15,1.26,D
5,2,4,4,4,5,4,4,4,5,2.17,0.36,3.24,1.95,3.13,0.75,3.92,3.36,2.86,1.78,D
5,3,5,4,5,5,5,5,4,4,4.34,0.74,7.26,0.97,4.83,1.49,6.78,6.93,1.43,1.57,D
5,2,1,4,5,4,1,5,4,1,2.17,0.36,4.16,0.97,2.42,1.21,2.42,3.47,1.43,3.63,D
5,3,3,4,5,5,4,5,5,4,3.61,1.48,1.27,0.97,4.03,1.24,1.96,5.78,3.15,1.57,D
5,1,5,3,5,5,5,5,3,5,5.06,0.74,8.47,1.45,5.64,1.74,7.91,8.09,1.16,4.15,D
5,1,5,5,5,5,4,5,5,5,5.78,0.74,9.68,7.63,6.45,1.99,0.65,9.24,5.04,4.75,D
4,2,4,4,4,4,3,3,4,5,2.09,0.36,3.24,1.95,3.13,2.42,1.29,1.09,2.86,0.59,D
5,3,2,4,5,4,5,5,4,4,2.89,0.74,0.42,1.30,3.22,1.61,4.52,4.62,1.91,2.09,D
5,5,5,1,5,5,5,5,5,5,6.51,12.10,10.89,1.31,7.25,2.24,10.17,10.40,5.67,5.34,D
5,2,5,3,5,5,5,5,4,4,4.34,0.36,7.26,0.72,4.83,1.49,6.78,6.93,0.95,1.04,D
4,3,4,4,5,5,4,5,4,4,2.09,0.74,3.24,1.95,2.42,0.75,3.92,3.47,2.86,3.13,D
4,5,5,3,5,5,5,5,2,5,0.35,9.41,8.47,0.72,5.64,1.74,7.91,8.09,0.79,4.15,D
5,4,3,4,5,5,4,5,4,2,2.89,3.27,0.64,1.30,3.22,1.00,2.61,4.62,1.91,0.63,D
5,2,1,3,2,4,4,5,4,3,1.45,0.71,1.39,1.45,1.21,1.21,1.96,2.31,1.43,1.66,D
5,1,2,4,3,5,3,4,5,2,2.17,0.74,0.84,0.65,1.32,0.75,1.29,1.12,1.89,1.26,D
4,2,3,2,2,4,4,4,4,3,1.74,1.07,1.27,2.26,1.82,2.02,3.27,2.80,2.39,1.66,D
4,2,4,4,4,5,4,4,2,4,2.44,0.71,3.78,2.27,3.66,0.25,4.57,3.92,1.59,3.66,D
5,4,1,5,5,5,5,5,4,5,5.06,1.63,1.39,6.68,5.64,1.74,7.91,8.09,0.95,4.15,D
5,3,4,4,5,5,5,5,4,4,3.61,0.74,2.16,1.30,4.03,1.24,5.65,5.78,1.91,2.09,D
5,1,4,2,5,5,5,4,5,3,3.61,0.74,1.08,0.75,4.03,1.24,5.65,1.12,3.15,0.83,D
3,3,5,3,5,5,5,5,5,5,1.98,2.23,8.47,2.17,5.64,1.74,7.91,8.09,4.41,4.15,D
2,5,1,2,1,1,4,2,2,1,3.52,1.34,5.54,3.01,4.43,6.75,0.65,2.46,3.18,4.84,D
4,2,3,4,3,4,3,4,4,3,1.74,0.36,2.55,1.62,2.65,2.02,2.58,2.80,2.39,3.32,D
4,2,3,4,3,4,3,4,4,3,1.74,0.36,2.55,1.62,2.65,2.02,2.58,2.80,2.39,3.32,D
5,2,3,4,5,5,5,5,4,4,3.61,0.36,0.64,0.97,4.03,1.24,5.65,5.78,1.43,1.57,D
4,2,5,2,5,5,4,4,5,4,1.39,0.71,4.84,1.50,3.22,1.00,2.61,2.24,2.52,2.09,D
5,1,5,3,5,5,5,5,1,1,4.34,2.23,7.26,0.72,4.83,1.49,6.78,6.93,6.25,3.63,D
4,2,4,4,4,4,4,4,5,4,2.79,0.36,4.32,2.60,4.18,3.23,5.23,4.48,0.63,4.18,D
4,2,2,3,5,5,1,4,4,3,1.04,0.71,0.84,1.45,1.61,0.50,0.81,1.68,1.43,1.66,D
5,2,4,5,4,4,3,4,4,4,1.45,0.36,3.24,1.91,3.13,2.42,0.65,3.36,2.86,3.13,D
5,4,3,4,4,5,2,5,4,4,2.17,4.09,0.64,1.62,2.61,0.75,0.49,3.47,2.39,2.61,D
4,3,4,3,5,5,4,5,4,4,1.74,1.48,2.70,1.45,2.42,0.75,3.27,3.47,2.39,2.61,D
4,3,4,4,4,5,3,5,4,4,2.09,1.48,3.24,1.95,3.13,0.50,1.29,2.31,2.86,3.13,D
4,2,3,4,3,4,4,4,4,4,2.44,0.36,1.27,2.27,1.32,2.82,4.57,3.92,3.34,3.66,D
5,1,5,4,5,5,4,5,5,4,4.34,0.74,7.26,0.97,4.83,1.49,1.96,6.93,3.78,1.57,D
5,3,5,2,5,5,5,5,2,3,4.34,1.48,7.26,1.50,4.83,1.49,6.78,6.93,1.59,1.66,D
5,1,5,4,5,5,5,5,5,5,5.78,0.74,9.68,0.32,6.45,1.99,9.04,9.24,5.04,4.75,D
5,4,4,3,5,5,5,5,5,5,5.06,1.63,1.08,0.72,5.64,1.74,7.91,8.09,4.41,4.15,D
5,1,3,3,5,5,5,5,4,5,4.34,0.74,1.27,1.45,4.83,1.49,6.78,6.93,0.48,3.56,D
5,4,3,2,5,5,4,4,4,4,2.17,4.09,0.64,0.75,2.42,0.75,3.27,2.80,2.39,2.61,D
5,3,3,4,5,5,4,5,5,4,3.61,1.48,1.27,0.97,4.03,1.24,1.96,5.78,3.15,1.57,D
4,4,4,2,5,5,5,4,3,2,1.39,3.27,2.16,1.50,2.42,0.75,3.39,2.24,0.58,1.26,D
5,5,1,5,5,5,5,5,5,5,6.51,12.10,1.39,8.59,7.25,2.24,10.17,10.40,5.67,5.34,D
4,2,2,5,2,5,1,4,5,2,0.70,1.42,1.69,2.86,2.43,0.75,0.81,1.12,1.89,2.52,D
5,5,1,4,4,5,5,5,5,5,5.06,9.41,1.39,0.65,1.04,1.74,7.91,8.09,4.41,4.15,D
5,5,1,4,4,5,5,5,5,5,5.06,9.41,1.39,0.65,1.04,1.74,7.91,8.09,4.41,4.15,D
5,3,3,5,5,5,4,4,5,4,3.61,1.48,1.27,4.77,4.03,1.24,1.96,1.68,3.15,1.57,D
5,5,4,5,5,5,5,5,5,5,6.51,12.10,0.54,8.59,7.25,2.24,10.17,10.40,5.67,5.34,D
4,3,4,3,5,5,4,3,2,4,1.39,2.23,2.16,2.17,1.61,0.50,2.61,1.64,0.79,2.09,D
5,3,1,3,5,5,5,5,2,5,4.34,1.48,1.39,1.45,4.83,1.49,6.78,6.93,0.79,3.56,D
5,3,3,5,4,5,4,5,4,5,3.61,1.48,1.27,4.77,1.57,1.24,1.96,5.78,1.43,2.97,D
5,2,5,2,5,5,5,5,4,5,5.06,0.71,8.47,1.50,5.64,1.74,7.91,8.09,0.48,4.15,D
4,4,3,3,5,5,5,5,1,2,0.70,1.63,1.27,1.45,3.22,1.00,4.52,4.62,2.08,0.63,D
5,3,3,2,5,5,5,4,5,5,4.34,1.48,1.27,0.75,4.83,1.49,6.78,0.56,3.78,3.56,D
4,2,4,4,5,5,5,4,5,4,1.74,0.36,2.70,1.62,3.22,1.00,4.52,2.80,2.52,2.61,D
5,2,5,4,5,4,2,2,5,4,2.89,1.07,4.84,0.97,3.22,1.21,1.48,1.84,2.52,1.57,D
5,4,4,5,5,5,5,5,5,5,5.78,1.63,1.08,7.63,6.45,1.99,9.04,9.24,5.04,4.75,D
5,5,5,4,5,5,5,5,1,5,5.78,10.75,9.68,0.32,6.45,1.99,9.04,9.24,2.08,4.75,D
5,4,4,4,5,5,5,5,4,4,3.61,4.09,2.70,1.62,4.03,1.24,5.65,5.78,2.39,2.61,D
4,2,3,4,4,5,4,4,4,4,2.44,0.36,0.64,2.27,3.66,0.25,4.57,3.92,3.34,3.66,D
4,4,3,3,3,5,4,4,3,4,1.74,4.09,2.55,2.89,2.65,0.25,3.27,2.80,2.32,2.61,D
4,3,4,3,4,4,4,4,4,4,2.79,1.48,4.32,1.45,4.18,3.23,5.23,4.48,3.82,4.18,D
4,2,3,4,4,4,4,4,4,5,2.44,0.36,0.64,2.27,3.66,2.82,4.57,3.92,3.34,0.59,D
5,4,5,3,5,5,5,5,4,5,5.06,1.63,8.47,0.72,5.64,1.74,7.91,8.09,0.95,4.15,D
5,4,4,3,5,5,4,5,5,5,4.34,2.45,1.62,0.72,4.83,1.49,1.96,6.93,3.78,3.56,D
4,4,4,5,5,5,5,5,4,4,1.74,4.09,2.70,4.77,4.03,1.24,5.65,5.78,2.39,2.61,D
4,2,4,4,4,4,4,4,5,4,2.79,0.36,4.32,2.60,4.18,3.23,5.23,4.48,0.63,4.18,D
3,4,3,4,4,4,3,3,3,4,3.31,4.09,3.19,1.62,2.61,2.02,3.23,2.73,2.90,2.61,D
4,2,5,4,5,2,5,5,5,3,0.70,0.71,6.05,0.65,4.03,3.82,5.65,5.78,3.15,0.83,D
5,2,5,2,5,5,5,5,4,5,5.06,0.71,8.47,1.50,5.64,1.74,7.91,8.09,0.48,4.15,D
5,4,4,4,5,5,5,5,5,4,4.34,3.27,2.16,1.30,4.83,1.49,6.78,6.93,3.78,2.09,D
5,5,1,1,5,5,5,5,5,5,5.78,10.75,2.77,2.61,6.45,1.99,9.04,9.24,5.04,4.75,D
