EX1G,EX2G,A1G,A2G,C1G,C2G,ES1G,ES2G,O1G,O2G,EX1,EX2,A1,A2,C1,C2,ES1,ES2,O1,O2,H/D
4,3,2,4,1,3,1,3,4,5,0.98,2.15,0.49,0.89,2.17,5.65,1.77,1.99,1.30,0.61,H
3,1,2,4,2,5,1,2,3,5,1.42,1.50,1.48,0.30,1.69,0.49,1.77,1.61,1.24,1.21,H
4,2,2,2,4,5,2,2,4,4,1.31,1.66,2.46,4.50,2.14,0.24,2.43,2.68,1.73,2.17,H
5,3,4,5,4,5,1,1,5,5,3.31,0.72,1.24,4.65,1.07,1.22,1.77,2.00,3.40,3.03,H
4,2,3,4,2,4,3,3,4,4,1.64,0.66,1.69,1.49,1.12,2.06,1.99,1.99,2.16,2.71,H
3,2,4,2,5,5,1,1,4,5,0.71,0.66,1.24,1.80,2.25,0.73,1.77,2.00,0.86,1.82,H
1,2,5,2,4,5,1,1,4,2,5.65,1.00,1.96,2.70,1.07,0.49,2.65,3.00,0.86,1.86,H
4,2,3,4,3,1,3,4,4,5,1.31,0.33,1.69,1.19,2.28,2.06,1.99,2.14,1.73,0.61,H
4,2,3,3,5,5,3,3,4,5,0.66,0.33,2.25,2.62,2.25,0.73,2.65,2.65,0.86,1.82,H
3,3,3,4,3,1,4,3,3,4,4.25,4.31,3.37,0.89,4.56,2.06,1.77,3.98,3.73,1.63,H
4,2,4,4,5,4,4,4,5,5,1.97,0.33,3.73,1.78,2.25,2.47,3.55,3.21,2.04,1.82,H
4,3,2,4,4,5,4,4,3,3,1.64,2.15,0.49,1.49,2.68,0.24,2.95,2.68,1.86,2.35,H
5,1,5,5,5,5,5,5,4,4,4.64,0.75,6.87,6.51,5.24,1.71,8.10,7.00,0.86,1.08,H
5,5,2,2,5,5,5,5,5,5,5.30,11.26,0.98,1.80,5.99,1.96,9.26,8.00,5.44,4.85,D
5,5,5,4,5,5,5,5,4,4,4.64,9.85,6.87,0.89,5.24,1.71,8.10,7.00,1.30,1.63,D
4,2,5,5,5,5,4,4,5,5,0.98,0.33,5.89,5.58,4.49,1.47,1.77,1.61,4.08,3.64,D
5,3,5,5,5,5,5,5,5,4,5.30,0.72,7.85,7.44,5.99,1.96,9.26,8.00,5.44,0.54,D
5,3,5,4,5,5,4,5,1,4,3.31,0.72,4.91,0.89,3.74,1.22,1.77,5.00,1.32,1.63,D
5,3,4,4,5,5,5,4,5,5,3.98,0.72,1.86,0.89,4.49,1.47,6.95,1.61,4.08,3.64,D
4,5,5,4,5,5,4,5,4,4,1.64,7.04,4.91,1.49,3.74,1.22,2.95,5.00,2.16,2.71,D
5,4,4,3,4,5,5,5,4,4,2.65,4.50,3.11,0.65,2.68,0.98,4.63,4.00,2.16,2.71,D
5,2,5,4,1,5,3,3,5,5,3.31,0.33,4.91,0.30,1.08,1.22,1.33,1.33,3.40,3.03,D
5,3,3,5,5,5,4,5,5,4,3.98,1.44,1.12,5.58,4.49,1.47,1.18,6.00,4.08,1.08,D
4,4,4,4,4,4,4,5,4,4,2.95,8.09,5.59,2.68,4.82,3.71,5.32,1.00,3.89,4.88,D
5,1,5,4,5,5,5,5,3,4,3.98,0.75,5.89,0.59,4.49,1.47,6.95,6.00,0.62,1.08,D
5,2,2,4,5,5,5,4,5,5,3.98,0.66,0.98,0.59,4.49,1.47,6.95,1.07,4.08,3.64,D
5,3,5,5,5,5,5,5,5,5,5.96,0.72,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,3,3,4,4,4,5,3,2,5,1.99,2.15,1.69,0.89,1.61,1.24,3.47,1.99,0.87,1.82,D
5,2,4,5,5,5,5,5,5,5,5.30,0.33,0.62,7.44,5.99,1.96,9.26,8.00,5.44,4.85,D
5,1,5,4,5,5,5,5,4,5,4.64,0.75,6.87,0.59,5.24,1.71,8.10,7.00,0.86,4.24,D
2,3,4,2,4,2,4,4,4,3,2.94,1.44,3.11,2.70,2.68,4.99,2.95,2.68,2.16,1.56,D
4,2,4,3,4,4,3,3,3,2,1.31,0.66,2.49,2.62,2.14,1.65,2.65,2.65,2.49,1.24,D
4,2,2,2,2,4,4,4,4,4,1.97,1.33,1.97,3.60,2.25,2.47,3.55,3.21,2.59,3.25,D
5,2,5,3,5,5,5,5,5,5,5.30,0.33,7.85,0.65,5.99,1.96,9.26,8.00,5.44,4.85,D
5,2,5,4,5,5,5,5,4,4,3.98,0.33,5.89,0.89,4.49,1.47,6.95,6.00,1.30,1.63,D
5,5,1,5,5,5,5,5,5,5,5.96,12.67,1.22,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
4,4,1,4,5,5,4,4,2,4,1.97,5.40,1.22,1.78,1.50,0.49,3.55,3.21,0.87,3.25,D
5,5,4,5,5,5,5,5,5,5,5.96,12.67,0.62,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,4,5,4,5,5,5,5,4,5,4.64,2.70,6.87,0.89,5.24,1.71,8.10,7.00,1.30,4.24,D
5,5,4,4,5,5,5,5,4,5,4.64,9.85,1.86,0.89,5.24,1.71,8.10,7.00,1.30,4.24,D
5,5,4,4,5,5,5,5,4,5,4.64,9.85,1.86,0.89,5.24,1.71,8.10,7.00,1.30,4.24,D
1,4,5,2,4,5,5,5,1,5,3.77,1.80,4.91,0.90,1.07,1.22,5.79,5.00,2.64,3.03,D
5,5,5,5,5,5,5,5,1,5,5.96,12.67,8.83,8.37,6.74,2.20,10.42,9.00,1.32,5.45,D
1,5,5,1,5,2,5,1,5,4,5.65,7.04,4.91,4.55,3.74,1.66,5.79,3.00,3.40,0.54,D
5,4,4,5,5,5,4,5,5,4,3.98,3.60,2.49,5.58,4.49,1.47,2.36,6.00,4.08,2.17,D
1,5,5,1,5,2,5,1,5,4,5.65,7.04,4.91,4.55,3.74,1.66,5.79,3.00,3.40,0.54,D
5,3,5,4,5,5,5,5,5,5,5.30,0.72,7.85,0.30,5.99,1.96,9.26,8.00,5.44,4.85,D
3,2,4,2,4,3,3,4,4,4,2.13,0.66,3.11,1.80,2.68,5.65,1.99,2.68,2.16,2.71,D
4,2,4,4,5,5,5,5,3,2,0.98,0.66,1.86,0.89,3.00,0.98,4.63,4.00,0.62,1.24,D
5,1,4,5,4,5,4,5,5,3,3.31,0.75,1.86,4.65,1.61,1.22,1.77,5.00,3.40,0.78,D
4,2,4,4,3,5,2,4,5,5,1.31,0.66,2.49,1.19,0.76,0.73,0.97,2.14,2.04,1.82,D
5,2,5,5,4,5,5,5,3,4,3.98,0.33,5.89,5.58,1.07,1.47,6.95,6.00,0.62,1.08,D
5,1,4,5,4,5,4,5,5,3,3.31,0.75,1.86,4.65,1.61,1.22,1.77,5.00,3.40,0.78,D
5,3,4,4,5,4,4,4,4,4,1.33,0.72,4.35,2.08,1.50,2.89,4.14,3.75,3.03,3.80,D
5,4,5,5,5,5,5,5,5,5,5.96,0.90,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,1,5,5,5,5,5,5,3,3,4.64,0.75,6.87,6.51,5.24,1.71,8.10,7.00,1.24,1.56,D
5,2,4,5,5,4,4,5,5,4,3.31,0.33,2.49,4.65,3.74,1.65,2.36,5.00,3.40,2.17,D
4,2,4,4,4,5,4,5,5,4,1.97,0.33,3.73,1.78,3.21,0.73,3.55,3.00,2.04,3.25,D
5,4,5,4,5,5,5,5,4,5,4.64,2.70,6.87,0.89,5.24,1.71,8.10,7.00,1.30,4.24,D
5,2,4,4,5,5,4,4,3,4,1.99,0.33,3.11,1.49,2.25,0.73,2.95,2.68,0.62,2.71,D
2,2,4,2,4,2,4,2,3,2,5.89,1.99,1.86,5.40,1.61,9.98,1.77,3.21,0.62,3.73,D
5,4,2,4,5,5,5,4,4,4,2.65,4.50,0.49,1.49,3.00,0.98,4.63,2.68,2.16,2.71,D
4,3,4,4,4,4,4,4,4,4,2.95,0.72,5.59,2.68,4.82,3.71,5.32,4.82,3.89,4.88,D
5,1,5,5,5,5,5,5,5,5,5.96,0.75,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
2,4,4,2,2,2,4,2,5,1,4.91,2.70,1.86,4.50,2.81,8.31,1.77,2.68,0.68,1.22,D
5,1,4,5,5,5,5,5,1,4,3.98,1.50,1.24,5.58,4.49,1.47,6.95,6.00,2.64,1.08,D
2,3,3,2,1,2,3,2,4,4,3.93,2.15,1.69,3.60,1.08,6.65,1.99,2.14,0.86,1.08,D
5,3,3,3,4,4,3,3,5,2,1.33,3.59,2.81,3.27,1.07,0.82,3.31,3.31,1.36,0.62,D
5,1,1,4,4,4,4,4,4,1,0.66,2.25,3.65,1.78,3.21,2.47,3.55,3.21,2.59,3.65,D
5,2,5,5,5,5,5,5,5,5,5.96,0.33,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,4,4,4,5,5,4,5,4,4,2.65,5.40,3.73,1.78,3.00,0.98,3.55,4.00,2.59,3.25,D
5,2,5,4,5,5,5,1,5,5,4.64,0.33,6.87,0.30,5.24,1.71,8.10,1.00,4.76,4.24,D
4,2,4,4,4,5,4,5,4,4,2.30,0.33,4.35,2.08,3.75,0.49,4.14,2.00,3.03,3.80,D
5,3,4,4,5,4,4,4,4,4,1.33,0.72,4.35,2.08,1.50,2.89,4.14,3.75,3.03,3.80,D
5,5,5,5,5,5,5,5,5,5,6.63,14.07,9.82,9.30,7.49,2.44,11.58,10.00,6.80,6.06,D
5,2,4,4,4,5,5,4,4,4,1.99,0.33,3.73,1.78,3.21,0.73,3.47,3.21,2.59,3.25,D
5,2,4,4,5,5,5,5,3,3,3.31,0.33,1.24,0.59,3.74,1.22,5.79,5.00,1.24,1.56,D
5,2,4,5,5,5,4,4,2,5,3.31,0.66,1.86,4.65,3.74,1.22,1.77,1.61,1.74,3.03,D
5,3,3,4,5,5,5,5,3,5,3.98,2.15,1.69,0.30,4.49,1.47,6.95,6.00,1.86,3.64,D
4,2,4,3,5,4,4,4,3,4,1.97,0.33,3.73,1.31,0.75,2.47,3.55,3.21,1.24,3.25,D
4,4,4,4,5,5,5,5,5,4,1.64,4.50,3.11,1.49,3.74,1.22,5.79,5.00,3.40,2.71,D
5,3,2,5,5,5,5,5,3,5,4.64,1.44,0.49,6.51,5.24,1.71,8.10,7.00,1.24,4.24,D
4,3,3,4,4,4,4,4,3,4,2.30,2.15,1.69,2.08,3.75,2.89,4.14,3.75,1.86,3.80,D
5,1,4,5,4,5,4,5,4,4,2.65,0.75,3.11,3.72,2.68,0.98,2.95,4.00,2.16,2.71,D
5,2,5,5,5,5,5,5,3,5,5.30,0.33,7.85,7.44,5.99,1.96,9.26,8.00,0.62,4.85,D
2,1,5,4,1,1,4,4,4,1,0.98,3.00,0.98,1.19,4.33,8.24,2.36,2.14,1.73,4.86,D
4,3,3,3,4,3,4,3,4,3,1.31,4.31,3.37,3.92,2.14,11.31,2.36,3.98,1.73,4.69,D
2,4,4,5,4,1,5,5,5,5,0.98,2.70,1.86,4.65,1.61,2.06,5.79,5.00,3.40,3.03,D
5,2,4,2,3,5,5,5,4,3,2.65,0.66,1.24,1.80,1.52,0.98,4.63,4.00,0.86,1.56,D
5,1,5,5,5,5,5,5,5,5,5.96,0.75,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,1,5,4,5,5,4,5,5,4,3.98,0.75,5.89,0.89,4.49,1.47,1.77,6.00,4.08,1.63,D
5,2,2,3,5,5,5,5,4,5,3.98,0.66,0.98,0.65,4.49,1.47,6.95,6.00,0.43,3.64,D
5,3,4,3,5,5,4,5,5,5,3.98,1.44,1.24,1.31,4.49,1.47,1.18,6.00,4.08,3.64,D
4,3,4,5,4,4,4,4,5,4,2.30,0.72,4.35,1.86,3.75,2.89,4.14,3.75,1.36,3.80,D
5,1,5,5,5,5,5,5,5,5,5.96,0.75,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
4,2,2,5,4,5,4,4,4,5,1.64,0.66,0.98,2.79,2.68,0.73,2.95,2.68,2.16,1.82,D
4,2,4,4,4,4,4,3,4,4,2.63,0.33,4.97,2.38,4.29,3.30,4.73,0.66,3.46,4.34,D
4,3,2,4,2,4,4,4,4,3,1.97,1.44,0.98,1.78,1.12,2.47,3.55,3.21,2.59,1.56,D
5,2,4,5,5,5,4,4,4,4,2.65,0.33,3.11,3.72,3.00,0.98,2.95,2.68,2.16,2.71,D
3,2,4,4,1,4,3,3,3,3,3.54,0.33,1.86,0.89,1.08,1.24,3.31,3.31,3.11,3.91,D
2,4,3,3,2,5,2,2,5,3,3.93,0.90,1.69,1.96,2.25,0.49,1.95,2.14,1.36,2.35,D
5,4,4,4,5,5,4,4,4,4,1.99,6.30,4.35,2.08,2.25,0.73,4.14,3.75,3.03,3.80,D
5,2,4,3,4,4,4,4,3,3,0.66,0.33,3.11,1.96,2.68,2.06,2.95,2.68,1.86,2.35,D
4,2,5,4,5,4,4,4,4,4,2.30,0.33,1.96,2.08,1.50,2.89,4.14,3.75,3.03,3.80,D
2,4,3,4,2,2,4,2,5,4,3.93,3.60,0.56,1.19,2.25,6.65,2.36,2.14,0.68,2.17,D
4,4,5,4,4,5,5,4,4,4,2.30,6.30,2.94,2.08,3.75,0.73,3.47,3.75,3.03,3.80,D
5,4,4,3,5,5,5,4,4,5,3.31,3.60,2.49,0.65,3.74,1.22,5.79,2.14,1.73,3.03,D
5,1,1,4,5,5,5,5,5,2,3.98,1.50,2.43,0.30,4.49,1.47,6.95,6.00,4.08,0.62,D
4,4,1,4,1,5,1,3,4,5,1.31,3.60,3.65,1.19,3.25,0.49,2.65,0.66,1.73,1.21,D
5,2,4,3,4,4,4,4,3,3,0.66,0.33,3.11,1.96,2.68,2.06,2.95,2.68,1.86,2.35,D
4,3,2,2,2,2,4,4,3,4,1.31,1.44,1.97,3.60,2.25,6.65,2.36,2.14,1.24,2.17,D
5,3,5,3,5,5,5,5,5,4,4.64,1.44,6.87,1.31,5.24,1.71,8.10,7.00,4.76,0.54,D
4,3,3,4,4,4,4,4,4,4,2.63,1.44,1.12,2.38,4.29,3.30,4.73,4.29,3.46,4.34,D
5,1,5,4,5,5,5,5,5,5,5.30,0.75,7.85,0.30,5.99,1.96,9.26,8.00,5.44,4.85,D
5,4,3,5,5,5,4,5,4,5,3.98,2.70,0.56,5.58,4.49,1.47,1.77,6.00,1.30,3.64,D
5,2,3,4,4,5,5,4,5,3,2.65,0.33,1.12,0.89,1.61,0.98,4.63,1.61,2.72,1.56,D
5,4,5,4,5,4,4,5,5,4,3.31,4.50,4.91,1.49,3.74,2.06,2.95,5.00,3.40,2.71,D
5,2,4,3,5,4,4,3,2,2,1.33,1.00,1.86,1.31,1.50,1.24,1.77,1.33,2.61,1.86,D
5,2,4,3,5,4,4,3,2,2,1.33,1.00,1.86,1.31,1.50,1.24,1.77,1.33,2.61,1.86,D
4,4,5,4,5,2,2,3,5,2,0.98,2.70,2.94,0.89,2.25,4.99,1.46,0.66,2.04,1.86,D
5,3,3,4,4,4,3,3,4,2,0.66,2.87,2.25,1.19,2.14,1.65,2.65,2.65,1.73,0.62,D
4,2,4,3,4,5,3,3,4,4,1.64,0.33,3.11,1.96,2.68,0.24,1.99,1.99,2.16,2.71,D
4,4,4,5,4,5,5,5,5,4,1.64,4.50,3.11,4.65,2.68,1.22,5.79,5.00,3.40,2.71,D
5,3,3,3,5,5,5,3,2,2,2.65,2.87,2.25,2.62,3.00,0.98,4.63,2.65,1.74,1.24,D
2,3,5,2,5,5,4,4,1,4,1.96,0.72,2.94,1.80,2.25,0.73,1.77,1.61,1.32,1.63,D
4,2,4,3,5,4,5,4,5,4,1.64,0.33,3.11,0.65,2.25,2.06,3.47,2.68,2.04,2.71,D
4,2,2,4,4,4,2,4,5,3,1.64,1.00,1.48,1.49,2.68,2.06,1.46,2.68,0.68,0.78,D
5,1,5,4,5,5,5,5,5,5,5.30,0.75,7.85,0.30,5.99,1.96,9.26,8.00,5.44,4.85,D
3,3,4,5,3,5,3,3,4,4,3.54,3.59,1.86,1.86,3.80,0.49,3.31,3.31,1.30,1.63,D
5,2,5,3,5,5,4,5,3,4,3.31,0.33,4.91,1.31,3.74,1.22,1.18,5.00,1.24,1.08,D
4,3,1,4,3,5,2,4,4,4,1.64,1.44,1.22,1.49,1.52,0.24,0.49,2.68,2.16,2.71,D
5,2,5,5,5,5,5,5,5,5,5.96,0.33,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,1,5,5,5,5,5,5,5,4,5.30,0.75,7.85,7.44,5.99,1.96,9.26,8.00,5.44,0.54,D
5,2,3,4,4,5,4,2,4,2,1.33,1.00,0.56,1.19,2.14,0.49,2.36,1.61,1.73,1.86,D
5,3,4,5,5,5,5,5,2,5,4.64,0.72,0.62,6.51,5.24,1.71,8.10,7.00,0.87,4.24,D
5,2,4,4,4,4,5,4,4,5,1.99,0.33,3.73,1.78,3.21,2.47,3.47,3.21,2.59,1.82,D
5,4,5,4,5,5,5,5,2,4,3.98,2.70,5.89,0.89,4.49,1.47,6.95,6.00,0.87,1.63,D
5,3,4,5,5,5,5,5,2,5,4.64,0.72,0.62,6.51,5.24,1.71,8.10,7.00,0.87,4.24,D
5,1,5,5,5,5,5,5,4,4,4.64,0.75,6.87,6.51,5.24,1.71,8.10,7.00,0.86,1.08,D
5,5,5,2,5,2,5,5,1,5,4.64,9.85,6.87,1.80,5.24,3.33,8.10,7.00,1.32,4.24,D
4,2,2,4,4,4,2,4,2,4,1.97,1.33,1.97,1.78,3.21,2.47,1.95,3.21,3.48,3.25,D
5,2,2,4,4,4,4,4,4,4,0.66,0.66,0.98,2.08,3.75,2.89,4.14,3.75,3.03,3.80,D
4,3,3,3,3,4,4,4,4,4,1.97,2.87,2.25,2.62,3.04,2.47,3.55,3.21,2.59,3.25,D
5,2,1,4,5,4,4,4,5,4,1.99,0.33,1.22,1.49,2.25,2.06,2.95,2.68,2.04,2.71,D
5,4,5,4,5,5,5,5,4,5,4.64,2.70,6.87,0.89,5.24,1.71,8.10,7.00,1.30,4.24,D
5,1,1,2,5,2,5,4,5,4,2.65,1.50,2.43,1.80,3.00,3.33,4.63,1.07,2.72,1.08,D
5,3,4,4,4,5,5,5,5,5,3.98,0.72,1.86,0.89,1.61,1.47,6.95,6.00,4.08,3.64,D
4,2,5,3,5,5,5,5,3,5,0.33,0.33,5.89,1.31,4.49,1.47,6.95,6.00,1.24,3.64,D
4,3,4,2,4,4,4,4,4,4,2.63,0.72,4.97,0.90,4.29,3.30,4.73,4.29,3.46,4.34,D
5,1,5,5,5,5,5,5,5,5,5.96,0.75,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,2,5,5,5,5,4,5,5,5,5.30,0.33,7.85,7.44,5.99,1.96,0.59,8.00,5.44,4.85,D
4,4,4,4,5,5,4,4,4,5,2.30,6.30,4.35,2.08,2.25,0.73,4.14,3.75,3.03,1.82,D
5,1,5,4,5,5,5,5,5,5,5.30,0.75,7.85,0.30,5.99,1.96,9.26,8.00,5.44,4.85,D
5,2,5,4,5,5,4,5,4,4,3.31,0.33,4.91,1.19,3.74,1.22,2.36,5.00,1.73,2.17,D
5,2,5,4,5,5,4,5,4,4,3.31,0.33,4.91,1.19,3.74,1.22,2.36,5.00,1.73,2.17,D
5,5,4,4,5,4,5,5,5,4,3.98,8.44,2.49,1.19,4.49,1.65,6.95,6.00,4.08,2.17,D
3,2,3,3,3,3,3,3,3,4,5.67,0.33,4.50,5.23,6.08,15.08,5.30,5.30,4.97,0.54,D
4,1,3,4,5,5,4,5,4,4,1.64,0.75,0.56,1.49,2.25,0.73,2.95,3.00,2.16,2.71,D
5,3,5,3,5,5,5,5,5,5,5.30,1.44,7.85,1.31,5.99,1.96,9.26,8.00,5.44,4.85,D
4,2,4,4,4,4,4,4,2,3,2.30,0.66,4.35,2.08,3.75,2.89,4.14,3.75,1.74,0.78,D
5,3,4,3,4,5,5,5,5,4,3.31,1.44,1.86,1.31,1.61,1.22,5.79,5.00,3.40,1.63,D
5,1,5,5,5,5,5,5,5,5,5.96,0.75,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,5,5,4,5,5,5,5,4,4,4.64,9.85,6.87,0.89,5.24,1.71,8.10,7.00,1.30,1.63,D
5,4,5,5,5,5,5,5,3,5,5.30,0.90,7.85,7.44,5.99,1.96,9.26,8.00,0.62,4.85,D
4,2,4,4,4,4,4,4,4,2,2.63,0.66,4.97,2.38,4.29,3.30,4.73,4.29,3.46,1.24,D
4,3,4,4,4,5,4,4,2,4,2.30,0.72,4.35,2.08,3.75,0.24,4.14,3.75,0.87,3.80,D
5,4,4,3,4,5,4,5,4,4,1.99,5.40,3.73,0.65,3.21,0.73,3.55,3.00,2.59,3.25,D
5,1,3,4,4,5,4,4,5,3,1.99,0.75,1.12,1.19,2.14,0.73,2.36,2.14,2.04,1.56,D
5,2,3,5,5,5,5,5,4,5,4.64,0.33,0.56,6.51,5.24,1.71,8.10,7.00,0.43,4.24,D
4,2,4,3,4,5,4,4,5,4,1.97,0.33,3.73,0.65,3.21,0.49,3.55,3.21,1.36,3.25,D
5,4,4,5,5,5,5,5,5,4,4.64,2.70,1.86,6.51,5.24,1.71,8.10,7.00,4.76,1.63,D
5,3,4,3,5,4,5,5,4,4,2.65,1.44,2.49,1.31,3.00,1.65,4.63,4.00,1.73,2.17,D
5,2,4,4,5,5,5,4,5,5,3.98,0.33,1.86,0.89,4.49,1.47,6.95,1.61,4.08,3.64,D
5,1,5,4,5,5,5,5,3,4,3.98,0.75,5.89,0.59,4.49,1.47,6.95,6.00,0.62,1.08,D
5,1,5,5,5,5,5,5,5,2,5.30,0.75,7.85,7.44,5.99,1.96,9.26,8.00,5.44,0.62,D
4,2,4,5,4,5,4,4,4,4,2.30,0.33,4.35,1.86,3.75,0.49,4.14,3.75,3.03,3.80,D
4,2,5,4,5,5,5,5,4,4,1.31,0.33,4.91,1.19,3.74,1.22,5.79,5.00,1.73,2.17,D
4,1,2,3,5,5,4,5,4,5,0.98,0.75,0.49,0.65,3.00,0.98,1.77,4.00,1.30,2.42,D
5,5,5,4,5,5,5,5,5,5,5.96,12.67,8.83,0.30,6.74,2.20,10.42,9.00,6.12,5.45,D
5,1,5,5,5,5,5,5,4,5,5.30,0.75,7.85,7.44,5.99,1.96,9.26,8.00,0.43,4.85,D
5,2,5,5,5,5,5,5,5,5,5.96,0.33,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,3,4,5,5,5,4,5,5,3,3.98,1.44,1.24,5.58,4.49,1.47,1.18,6.00,4.08,1.56,D
5,4,3,4,5,5,5,5,4,5,3.98,2.70,0.56,0.89,4.49,1.47,6.95,6.00,1.30,3.64,D
5,1,4,4,3,4,2,3,3,2,0.66,0.75,1.86,0.89,2.28,1.24,0.97,1.99,1.86,1.24,D
5,2,4,3,5,5,4,5,4,4,2.65,0.33,2.49,0.65,3.00,0.98,2.36,4.00,1.73,2.17,D
3,4,5,4,3,3,2,3,3,2,3.54,1.80,0.98,0.59,3.80,9.42,0.97,3.31,3.11,1.24,D
5,5,5,5,5,5,5,5,5,5,6.63,14.07,9.82,9.30,7.49,2.44,11.58,10.00,6.80,6.06,D
5,2,5,4,5,5,5,5,4,5,4.64,0.33,6.87,0.59,5.24,1.71,8.10,7.00,0.86,4.24,D
5,5,3,5,5,5,1,5,5,5,5.30,11.26,0.56,7.44,5.99,1.96,0.88,8.00,5.44,4.85,D
4,2,4,4,4,5,4,4,4,4,2.63,0.33,4.97,2.38,4.29,0.24,4.73,4.29,3.46,4.34,D
5,1,5,5,5,5,4,3,5,3,3.98,0.75,5.89,5.58,4.49,1.47,0.59,1.33,4.08,1.56,D
5,5,3,3,4,5,5,5,5,5,4.64,9.85,1.12,1.31,0.54,1.71,8.10,7.00,4.76,4.24,D
4,2,3,3,5,4,5,3,4,4,1.31,0.33,1.69,1.96,1.50,1.65,2.32,1.99,1.73,2.17,D
1,2,4,4,5,2,5,5,1,4,3.77,0.66,1.86,0.89,2.25,3.33,3.47,3.00,2.64,1.63,D
3,2,3,4,3,4,2,3,4,4,2.83,0.66,2.25,1.19,3.04,1.65,0.97,2.65,1.73,2.17,D
4,2,4,4,5,5,4,3,5,4,1.64,0.33,3.11,1.49,2.25,0.73,2.95,0.66,2.04,2.71,D
5,1,4,4,5,5,5,5,5,1,3.98,1.50,1.24,0.59,4.49,1.47,6.95,6.00,4.08,2.43,D
5,2,4,3,5,5,5,4,4,4,2.65,0.33,2.49,0.65,3.00,0.98,4.63,2.14,1.73,2.17,D
4,3,2,3,2,3,3,3,5,4,0.66,3.59,0.98,3.27,1.12,9.42,3.31,3.31,0.68,1.08,D
5,3,3,3,5,5,5,5,4,5,3.98,2.15,1.69,1.96,4.49,1.47,6.95,6.00,0.43,3.64,D
5,4,5,5,5,5,5,5,5,5,5.96,0.90,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,5,5,5,5,5,5,5,5,2,5.96,12.67,8.83,8.37,6.74,2.20,10.42,9.00,6.12,0.62,D
5,4,3,4,4,5,4,5,4,4,1.99,5.40,0.56,1.78,3.21,0.73,3.55,3.00,2.59,3.25,D
5,3,4,4,5,5,5,5,3,4,3.31,1.44,1.86,0.89,3.74,1.22,5.79,5.00,1.24,1.63,D
5,1,5,1,5,5,5,5,5,1,4.64,2.25,6.87,4.55,5.24,1.71,8.10,7.00,4.76,3.65,D
5,1,2,4,5,5,5,4,5,5,3.98,0.75,0.49,0.59,4.49,1.47,6.95,1.07,4.08,3.64,D
4,1,4,4,4,5,4,4,4,5,2.30,0.75,4.35,2.08,3.75,0.49,4.14,3.75,3.03,1.21,D
4,4,4,4,4,5,4,4,2,4,2.63,7.19,4.97,2.38,4.29,0.24,4.73,4.29,0.87,4.34,D
5,1,5,5,5,5,5,5,4,5,5.30,0.75,7.85,7.44,5.99,1.96,9.26,8.00,0.43,4.85,D
5,3,4,5,4,5,3,5,5,5,3.98,1.44,1.24,5.58,1.07,1.47,1.33,6.00,4.08,3.64,D
5,4,5,5,4,5,5,4,4,5,3.98,3.60,5.89,5.58,2.14,1.47,6.95,2.14,1.73,3.64,D
5,3,3,4,5,5,5,5,5,4,3.98,1.44,1.12,0.59,4.49,1.47,6.95,6.00,4.08,1.08,D
5,4,5,5,5,5,5,5,5,5,5.96,0.90,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,2,3,4,4,5,4,4,5,4,1.99,0.33,0.56,1.49,2.68,0.73,2.95,2.68,2.04,2.71,D
5,5,5,3,5,5,5,4,3,4,3.98,8.44,5.89,1.31,4.49,1.47,6.95,1.07,1.24,1.08,D
5,2,5,4,5,5,5,5,4,5,4.64,0.33,6.87,0.59,5.24,1.71,8.10,7.00,0.86,4.24,D
5,4,5,4,5,5,5,4,4,4,3.31,4.50,4.91,1.49,3.74,1.22,5.79,2.68,2.16,2.71,D
5,4,4,4,5,5,4,4,5,4,2.65,5.40,3.73,1.78,3.00,0.98,3.55,3.21,2.72,3.25,D
5,3,5,5,5,5,5,5,5,5,5.96,0.72,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,3,5,5,5,5,5,5,5,5,5.96,0.72,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,1,5,5,5,5,5,5,5,5,5.96,0.75,8.83,8.37,6.74,2.20,10.42,9.00,6.12,5.45,D
5,2,1,5,2,2,2,5,4,1,1.99,1.33,2.43,2.79,2.25,6.65,1.95,3.00,0.43,2.43,D
5,4,4,5,2,4,4,4,3,4,1.33,5.40,3.73,1.86,0.56,2.47,3.55,3.21,0.62,3.25,D
4,2,2,4,4,5,4,4,4,4,2.30,0.66,0.98,2.08,3.75,0.24,4.14,3.75,3.03,3.80,D
