EX1G,EX2G,A1G,A2G,C1G,C2G,ES1G,ES2G,O1G,O2G,EX1,EX2,A1,A2,C1,C2,ES1,ES2,O1,O2,H/D
5,4,5,4,5,5,4,4,4,4,2.65,5.40,3.93,1.78,3.00,0.98,3.55,3.21,2.59,3.25,D
5,2,4,5,5,5,5,5,5,4,4.64,0.33,1.24,6.51,5.24,1.71,8.10,7.00,4.76,1.08,D
5,1,2,1,5,5,5,5,5,5,4.64,1.50,0.49,3.03,5.24,1.71,8.10,7.00,4.76,4.24,D
4,2,4,4,5,4,4,4,5,3,1.97,0.33,3.73,1.78,1.50,2.47,3.55,3.21,1.36,0.78,D
4,1,4,2,5,5,5,5,4,5,0.98,0.75,1.86,0.90,3.74,1.22,5.79,5.00,1.30,3.03,D
5,1,1,2,5,5,5,5,5,5,4.64,1.50,2.43,0.90,5.24,1.71,8.10,7.00,4.76,4.24,D
5,5,5,5,5,5,5,5,3,3,5.30,11.26,7.85,7.44,5.99,1.96,9.26,8.00,1.24,1.56,D
5,1,4,4,5,5,5,5,5,5,4.64,0.75,1.24,0.59,5.24,1.71,8.10,7.00,4.76,4.24,D
5,4,4,4,5,5,4,4,4,4,1.99,6.30,4.35,2.08,2.25,0.73,4.14,3.75,3.03,3.80,D
5,4,5,5,5,5,5,2,4,5,4.64,1.80,6.87,6.51,5.24,1.71,8.10,0.54,0.86,4.24,D
4,3,4,4,4,5,4,4,4,5,2.30,0.72,4.35,2.08,3.75,0.49,4.14,3.75,3.03,1.21,D
5,2,5,4,5,5,5,5,4,5,4.64,0.33,6.87,0.59,5.24,1.71,8.10,7.00,0.86,4.24,D
5,5,3,4,5,5,5,5,5,5,5.30,11.26,0.56,0.30,5.99,1.96,9.26,8.00,5.44,4.85,D
5,3,4,5,5,5,5,5,5,5,5.30,0.72,0.62,7.44,5.99,1.96,9.26,8.00,5.44,4.85,D
5,1,5,4,5,5,5,4,5,4,3.98,0.75,5.89,0.89,4.49,1.47,6.95,1.61,4.08,1.63,D
5,4,5,5,4,5,4,4,5,4,3.31,4.50,4.91,4.65,2.68,1.22,2.95,2.68,3.40,2.71,D
5,5,5,5,5,5,4,3,5,5,5.30,11.26,7.85,7.44,5.99,1.96,0.59,0.66,5.44,4.85,D
5,1,3,5,5,5,5,5,5,5,5.30,0.75,0.56,7.44,5.99,1.96,9.26,8.00,5.44,4.85,D
5,1,1,5,5,5,5,5,5,4,4.64,1.50,2.43,6.51,5.24,1.71,8.10,7.00,4.76,0.54,D
