EX1G,EX2G,A1G,A2G,C1G,C2G,ES1G,ES2G,O1G,O2G,EX1,EX2,A1,A2,C1,C2,ES1,ES2,O1,O2,H/D
5,1,4,4,5,5,5,5,4,4,3.14,0.85,2.58,1.24,3.88,1.29,4.49,5.84,1.79,1.77,D
4,3,5,4,5,4,5,5,4,4,1.50,0.62,4.56,1.55,3.10,1.95,3.59,4.67,2.23,2.21,D
4,2,4,4,5,5,4,5,5,5,1.20,0.33,2.58,1.24,3.88,1.29,2.58,5.84,3.36,3.71,D
5,2,5,5,5,5,5,5,4,5,5.03,0.33,9.12,8.53,6.21,2.06,7.18,9.35,0.45,5.94,D
4,3,4,4,4,4,4,4,3,4,2.39,1.24,5.16,2.49,4.59,3.12,5.16,4.20,1.31,3.53,D
5,2,4,4,5,5,5,5,2,4,3.14,0.66,1.94,0.93,3.88,1.29,4.49,5.84,1.51,1.32,D
5,2,5,4,5,5,4,4,2,5,3.14,0.66,5.70,0.93,3.88,1.29,1.94,1.57,1.51,3.71,D
4,1,4,4,5,5,5,5,3,4,1.20,0.85,2.58,1.24,3.10,1.03,3.59,4.67,0.65,1.77,D
4,2,2,4,5,5,4,4,5,5,1.20,0.66,0.93,1.24,3.10,1.03,2.58,2.10,2.69,2.97,D
4,1,4,4,5,5,5,5,3,5,0.90,0.85,1.94,0.93,3.88,1.29,4.49,5.84,0.65,3.71,D
4,3,4,4,5,5,5,5,4,5,1.20,0.62,2.58,1.24,3.88,1.29,4.49,5.84,1.79,3.71,D
3,2,4,2,5,5,4,4,3,2,1.58,0.99,1.94,2.19,1.55,0.52,1.94,1.57,1.31,1.94,D
5,3,3,3,5,5,5,5,4,4,3.14,1.86,1.46,2.02,3.88,1.29,4.49,5.84,0.89,0.88,D
4,3,3,3,4,4,4,5,1,4,1.50,1.86,1.46,2.02,2.87,1.95,3.23,1.17,1.50,2.21,D
5,4,4,5,5,5,4,5,5,4,3.77,3.53,2.58,6.39,4.66,1.55,2.58,7.01,4.03,1.77,D
4,4,2,3,3,3,2,1,3,2,0.60,1.76,1.39,2.69,2.69,6.58,1.46,1.02,2.62,1.94,D
5,1,4,4,4,5,5,5,4,4,2.51,0.85,3.23,1.55,2.87,1.03,3.59,4.67,2.23,2.21,D
5,1,4,4,5,5,5,5,4,5,3.77,0.85,1.94,0.93,4.66,1.55,5.38,7.01,1.34,4.45,D
5,3,5,4,5,5,4,4,3,2,2.51,1.24,4.56,0.93,3.10,1.03,1.94,1.57,1.31,0.65,D
4,1,4,4,4,5,5,4,3,3,1.50,0.85,3.23,1.55,2.87,0.52,1.79,2.62,1.31,1.71,D
5,3,3,3,5,5,3,3,5,2,2.51,3.10,2.44,3.36,3.10,1.03,3.36,2.59,2.69,0.65,D
5,2,5,3,5,5,4,4,5,4,3.14,0.33,5.70,0.67,3.88,1.29,1.94,1.57,3.36,1.32,D
5,2,5,4,5,5,5,5,4,4,3.77,0.33,6.84,0.93,4.66,1.55,5.38,7.01,1.34,1.32,D
5,3,5,4,5,5,4,4,3,2,2.51,1.24,4.56,0.93,3.10,1.03,1.94,1.57,1.31,0.65,D
5,2,4,4,4,5,3,3,2,3,1.26,0.66,1.94,0.93,1.72,0.52,2.02,1.55,1.51,2.56,D
5,1,1,2,5,4,3,5,5,2,2.51,1.71,3.00,1.46,3.10,0.39,0.67,4.67,2.69,1.29,D
5,2,5,3,5,5,5,5,5,5,5.03,0.33,9.12,0.67,6.21,2.06,7.18,9.35,5.38,5.94,D
5,1,5,5,5,5,5,5,5,5,5.66,0.85,10.26,9.59,6.99,2.32,8.08,10.51,6.05,6.68,D
5,3,5,3,5,5,5,5,3,5,4.40,1.86,7.98,2.02,5.43,1.81,6.28,8.18,1.96,5.20,D
4,4,2,2,4,5,5,4,4,3,1.50,4.41,0.93,1.46,2.87,0.52,1.79,2.62,2.23,0.85,D
5,4,3,4,4,4,4,4,3,3,0.63,5.29,1.46,1.87,3.44,2.34,3.87,3.15,1.96,2.56,D
4,2,3,3,3,5,2,4,4,3,0.90,0.66,1.95,2.69,2.69,0.26,0.97,1.57,1.34,3.41,D
4,2,3,4,4,4,4,4,4,4,2.39,0.33,0.49,2.49,4.59,3.12,5.16,4.20,3.57,3.53,D
3,2,3,1,5,5,4,1,1,4,1.58,0.33,0.97,4.70,1.55,0.52,1.29,3.07,4.50,0.88,D
4,1,5,4,4,5,4,4,5,5,1.50,0.85,4.56,1.55,2.87,1.03,3.23,2.62,2.69,2.97,D
5,3,4,4,5,5,5,5,4,4,3.14,0.62,2.58,1.24,3.88,1.29,4.49,5.84,1.79,1.77,D
5,2,5,3,5,5,5,5,3,4,3.77,0.33,6.84,1.34,4.66,1.55,5.38,7.01,1.31,0.44,D
5,2,3,3,4,3,4,4,3,4,0.63,0.33,1.95,2.69,2.29,6.58,2.58,2.10,2.62,1.77,D
5,2,4,4,5,5,4,5,3,4,2.51,0.33,2.58,1.24,3.10,1.03,2.58,4.67,0.65,1.77,D
5,5,5,5,5,5,5,5,3,5,5.66,14.81,10.26,9.59,6.99,2.32,8.08,10.51,0.65,6.68,D
5,3,3,5,4,5,4,5,4,3,2.51,1.86,1.46,4.26,1.72,1.03,1.94,4.67,1.34,2.56,D
5,4,4,5,4,5,4,5,2,4,2.51,4.41,3.23,4.26,2.87,1.03,3.23,4.67,0.75,2.21,D
4,2,4,4,3,4,4,4,4,4,2.39,0.33,5.16,2.49,0.67,3.12,5.16,4.20,3.57,3.53,D
4,3,4,4,4,4,3,4,3,4,2.09,1.86,4.52,2.18,4.01,2.73,2.02,3.67,1.96,3.09,D
5,2,3,4,5,5,4,4,2,4,1.89,0.66,0.49,1.24,2.33,0.77,2.58,2.10,1.51,1.77,D
5,4,4,3,5,4,4,4,3,5,1.89,4.41,3.23,1.34,2.33,1.95,3.23,2.62,1.31,2.23,D
5,3,4,4,5,5,5,1,1,4,2.51,0.62,1.94,0.93,3.10,1.03,3.59,2.04,3.00,1.32,D
4,2,2,4,4,4,3,3,3,4,1.50,0.66,0.93,1.55,2.87,1.95,2.02,1.55,1.96,2.21,D
4,4,4,4,5,5,5,5,5,5,1.20,3.53,2.58,1.24,4.66,1.55,5.38,7.01,4.03,4.45,D
2,3,4,2,5,4,4,1,2,1,3.07,0.62,1.94,2.19,0.78,1.17,1.94,2.04,2.26,2.09,D
4,3,4,3,4,5,4,4,4,3,1.79,1.86,3.87,2.02,3.44,0.26,3.87,3.15,2.68,2.56,D
4,2,4,3,4,5,5,5,3,4,1.20,0.33,2.58,1.34,2.29,0.77,2.69,3.50,1.31,1.77,D
5,1,2,4,5,5,5,5,2,5,3.77,0.85,0.93,0.31,4.66,1.55,5.38,7.01,1.51,4.45,D
4,2,4,4,5,5,4,4,3,5,1.50,0.33,3.23,1.55,2.33,0.77,3.23,2.62,0.65,2.23,D
4,3,4,4,5,5,5,4,3,3,1.20,1.86,2.58,1.24,2.33,0.77,2.69,2.10,1.96,2.56,D
5,3,5,4,5,4,4,4,5,4,2.51,0.62,4.56,1.55,3.10,1.95,3.23,2.62,2.69,2.21,D
5,1,5,5,5,5,5,5,4,5,5.03,0.85,9.12,8.53,6.21,2.06,7.18,9.35,0.45,5.94,D
5,3,5,3,5,5,5,5,2,3,3.77,1.86,6.84,2.02,4.66,1.55,5.38,7.01,0.75,2.56,D
4,2,4,4,4,5,4,5,3,3,1.50,0.33,3.23,1.55,2.87,0.52,3.23,2.34,1.31,1.71,D
5,1,5,5,5,5,5,5,5,5,5.66,0.85,10.26,9.59,6.99,2.32,8.08,10.51,6.05,6.68,D
5,1,5,3,5,5,5,5,2,4,3.77,0.85,6.84,0.67,4.66,1.55,5.38,7.01,0.75,0.44,D
5,3,5,3,5,5,5,5,2,3,3.77,1.86,6.84,2.02,4.66,1.55,5.38,7.01,0.75,2.56,D
5,2,4,4,5,5,5,4,4,4,2.51,0.33,3.23,1.55,3.10,1.03,3.59,2.62,2.23,2.21,D
4,3,3,3,5,4,5,4,5,3,0.90,2.48,1.95,2.69,2.33,1.17,2.69,1.57,2.02,3.41,D
5,1,5,5,5,5,5,5,4,5,5.03,0.85,9.12,8.53,6.21,2.06,7.18,9.35,0.45,5.94,D
5,1,4,4,4,5,4,4,5,5,2.51,0.85,3.23,1.55,2.87,1.03,3.23,2.62,2.69,2.97,D
4,3,4,3,4,4,4,4,5,4,2.09,1.24,4.52,1.34,4.01,2.73,4.52,3.67,0.67,3.09,D
4,1,4,5,4,5,5,5,3,4,1.20,0.85,2.58,4.26,2.29,1.03,3.59,4.67,0.65,1.77,D
5,4,4,4,4,5,4,5,2,4,1.89,5.29,3.87,1.87,3.44,0.77,3.87,3.50,0.75,2.65,D
4,3,3,4,5,4,5,4,3,3,1.20,2.48,1.95,1.24,1.55,1.56,1.79,2.10,2.62,3.41,D
3,2,1,4,2,2,2,5,5,5,0.79,1.33,1.50,0.31,2.24,8.17,1.95,3.50,2.02,2.23,D
3,2,3,2,2,5,4,4,4,3,2.36,0.99,1.46,2.19,1.68,0.26,1.94,1.57,1.34,2.56,D
4,1,3,4,5,5,4,3,5,4,1.20,0.85,0.97,1.24,2.33,0.77,2.58,1.04,2.02,1.77,D
5,2,3,4,5,5,5,5,2,5,3.77,0.66,0.49,0.31,4.66,1.55,5.38,7.01,1.51,4.45,D
4,2,4,4,4,4,4,4,2,4,2.39,0.66,5.16,2.49,4.59,3.12,5.16,4.20,1.51,3.53,D
5,2,5,4,4,5,5,5,4,4,3.14,0.33,5.70,1.24,2.29,1.29,4.49,5.84,1.79,1.77,D
4,2,5,4,4,5,4,4,3,4,1.79,0.33,2.28,1.87,3.44,0.52,3.87,3.15,0.65,2.65,D
4,2,4,3,4,4,3,3,2,3,1.20,0.66,2.58,2.69,2.29,1.56,2.69,2.07,1.51,3.41,D
5,1,5,4,5,3,4,3,1,3,1.89,1.71,3.42,0.62,2.33,4.94,1.29,1.55,3.00,2.56,D
5,2,5,4,4,5,5,5,4,4,3.14,0.33,5.70,1.24,2.29,1.29,4.49,5.84,1.79,1.77,D
4,4,5,4,5,4,4,4,4,5,2.09,6.17,3.42,2.18,2.33,2.73,4.52,3.67,3.13,2.23,D
4,1,3,2,4,5,4,4,4,4,1.79,0.85,0.49,0.73,3.44,0.26,3.87,3.15,2.68,2.65,D
4,1,3,3,3,5,4,4,5,4,1.20,0.85,1.46,2.02,2.02,0.52,2.58,2.10,1.34,1.77,D
4,2,4,4,4,4,4,4,4,4,2.69,0.33,5.81,2.80,5.16,3.51,5.81,4.72,4.02,3.97,D
5,4,3,4,5,5,5,5,4,4,3.14,3.53,0.49,1.24,3.88,1.29,4.49,5.84,1.79,1.77,D
5,3,3,4,4,5,4,4,4,3,1.26,1.86,1.46,1.55,2.87,0.52,3.23,2.62,2.23,2.56,D
5,1,3,2,4,5,5,5,2,3,2.51,0.85,0.97,1.46,0.57,1.03,3.59,4.67,1.51,1.71,D
5,3,5,4,5,5,4,4,1,4,2.51,0.62,4.56,1.24,3.10,1.03,2.58,2.10,1.50,1.77,D
5,3,5,3,5,5,5,5,1,3,3.77,1.86,6.84,2.02,4.66,1.55,5.38,7.01,1.50,2.56,D
4,3,3,1,2,4,1,2,4,3,0.90,1.86,1.46,3.13,1.12,1.17,1.93,1.26,1.34,2.56,D
4,2,4,3,4,4,3,3,4,4,1.79,0.33,3.87,2.02,3.44,2.34,2.02,1.55,2.68,2.65,D
2,1,4,3,1,3,3,3,5,1,1.02,2.56,0.65,2.69,3.34,6.58,2.69,2.07,0.67,3.13,D
4,3,2,4,5,4,2,4,3,3,1.20,1.86,0.93,1.24,0.78,1.56,0.97,2.10,1.96,2.56,D
5,2,5,4,3,5,5,5,1,4,3.14,0.33,5.70,0.62,0.67,1.29,4.49,5.84,1.50,0.88,D
5,2,3,4,4,5,4,5,4,5,2.51,0.33,0.49,1.24,2.29,1.03,2.58,4.67,1.79,2.97,D
4,2,4,3,5,5,5,5,2,4,0.90,0.66,1.94,0.67,3.10,1.03,3.59,4.67,1.51,1.32,D
5,2,4,2,4,5,4,4,2,4,1.26,0.99,3.23,2.19,2.87,0.52,3.23,2.62,2.26,2.21,D
5,2,4,5,4,5,5,5,4,4,3.14,0.33,2.58,5.33,2.29,1.29,4.49,5.84,1.79,1.77,D
5,2,5,2,5,5,4,4,2,4,2.51,0.99,4.56,2.19,3.10,1.03,1.94,1.57,2.26,1.32,D
5,3,4,4,5,5,5,5,4,5,3.77,0.62,1.94,0.93,4.66,1.55,5.38,7.01,1.34,4.45,D
5,2,5,3,5,5,5,5,3,4,3.77,0.33,6.84,1.34,4.66,1.55,5.38,7.01,1.31,0.44,D
5,1,3,3,5,5,5,5,3,5,3.77,0.85,1.46,2.02,4.66,1.55,5.38,7.01,1.96,4.45,D
4,2,3,4,4,4,4,4,4,5,2.09,0.33,0.49,2.18,4.01,2.73,4.52,3.67,3.13,0.74,D
5,2,5,4,4,5,5,5,3,5,3.77,0.33,6.84,0.62,1.15,1.55,5.38,7.01,0.65,4.45,D
5,1,5,5,5,5,5,5,3,1,4.40,1.71,7.98,7.46,5.43,1.81,6.28,8.18,0.65,2.09,D
5,1,5,2,5,5,5,1,1,4,3.14,2.56,5.70,0.73,3.88,1.29,4.49,3.07,4.50,0.44,D
4,3,4,4,4,5,4,3,4,4,2.09,1.24,4.52,2.18,4.01,0.26,4.52,1.04,3.13,3.09,D
3,2,3,4,4,5,4,4,3,4,2.36,0.33,1.46,1.55,2.87,0.26,3.23,2.62,1.96,2.21,D
5,4,5,5,5,5,5,5,4,5,5.03,1.76,9.12,8.53,6.21,2.06,7.18,9.35,0.89,5.94,D
4,1,4,5,3,2,5,5,3,5,0.60,0.85,1.29,4.26,1.34,2.04,3.59,4.67,1.31,2.97,D
4,2,4,3,5,5,4,4,2,2,1.20,0.99,2.58,0.67,1.55,0.52,2.58,2.10,2.26,1.94,D
5,3,5,4,5,5,5,4,2,4,3.14,0.62,5.70,0.93,3.88,1.29,4.49,1.57,0.75,1.32,D
5,1,5,5,5,1,5,1,4,5,3.77,2.56,6.84,6.39,4.66,6.13,5.38,3.07,0.45,4.45,D
4,1,4,3,3,5,4,4,1,4,1.50,1.71,3.23,1.34,1.34,0.26,3.23,2.62,3.00,2.21,D
4,2,4,4,5,5,5,4,1,4,1.50,0.33,3.23,1.55,2.33,0.77,2.69,2.62,1.50,2.21,D
4,2,4,3,4,4,4,4,4,4,2.39,0.33,5.16,0.67,4.59,3.12,5.16,4.20,3.57,3.53,D
1,1,1,1,1,1,5,5,5,1,16.41,5.97,10.50,10.96,7.80,14.30,2.69,3.50,2.02,7.30,D
4,2,5,5,5,5,5,4,1,4,0.90,0.33,5.70,5.33,3.88,1.29,4.49,1.57,1.50,1.32,D
4,2,4,4,4,5,4,4,2,4,2.09,0.66,4.52,2.18,4.01,0.26,4.52,3.67,1.51,3.09,D
5,2,4,2,4,5,5,4,5,4,2.51,0.66,2.58,1.46,2.29,1.03,3.59,2.10,2.69,1.77,D
5,1,5,4,5,5,5,5,4,3,3.77,0.85,6.84,0.62,4.66,1.55,5.38,7.01,0.89,0.85,D
5,3,5,5,4,5,5,5,1,5,4.40,0.62,7.98,7.46,0.57,1.81,6.28,8.18,1.50,5.20,D
5,2,5,4,1,5,4,4,5,2,2.51,0.66,4.56,0.93,1.11,1.03,1.94,1.57,2.69,1.29,D
5,1,4,5,4,4,5,5,5,4,3.14,0.85,2.58,5.33,2.29,1.56,4.49,5.84,3.36,1.77,D
5,2,5,4,4,5,5,4,2,4,2.51,0.66,4.56,1.24,2.29,1.03,3.59,2.10,1.51,1.77,D
5,2,4,3,4,5,4,5,4,5,2.51,0.33,2.58,0.67,2.29,1.03,2.58,4.67,1.79,2.97,D
4,3,4,4,4,4,4,5,2,4,2.09,0.62,4.52,2.18,4.01,2.73,4.52,1.17,0.75,3.09,D
5,3,4,4,4,4,4,4,1,4,0.63,0.62,4.52,2.18,4.01,2.73,4.52,3.67,1.50,3.09,D
5,1,5,5,5,5,5,5,5,5,5.66,0.85,10.26,9.59,6.99,2.32,8.08,10.51,6.05,6.68,D
5,3,5,3,5,1,5,4,2,3,2.51,1.86,4.56,2.02,3.10,2.04,3.59,0.52,0.75,2.56,D
5,3,4,5,5,5,5,5,5,5,5.03,0.62,0.65,8.53,6.21,2.06,7.18,9.35,5.38,5.94,D
5,2,4,4,4,4,4,5,1,4,1.26,0.33,3.87,1.87,3.44,2.34,3.87,2.34,1.50,2.65,D
4,3,4,4,5,5,5,4,1,3,1.20,1.24,2.58,1.24,2.33,0.77,2.69,2.10,1.50,1.71,D
5,3,5,5,4,5,5,4,2,3,3.14,1.24,5.70,5.33,1.15,1.29,4.49,1.05,0.75,1.71,D
4,2,4,3,4,4,4,4,4,4,2.39,0.33,5.16,0.67,4.59,3.12,5.16,4.20,3.57,3.53,D
4,2,4,3,4,4,4,4,4,4,2.39,0.33,5.16,0.67,4.59,3.12,5.16,4.20,3.57,3.53,D
5,1,5,5,1,5,5,5,4,1,3.77,2.56,6.84,6.39,3.34,1.55,5.38,7.01,0.45,3.13,D
5,2,5,2,5,5,5,5,2,4,3.77,0.99,6.84,2.19,4.66,1.55,5.38,7.01,2.26,0.44,D
5,2,4,3,4,5,4,4,3,4,1.26,0.33,3.23,1.34,2.87,0.52,3.23,2.62,1.31,2.21,D
4,2,4,4,4,4,4,4,3,4,2.39,0.33,5.16,2.49,4.59,3.12,5.16,4.20,0.65,3.53,D
1,1,5,5,1,1,5,1,5,5,11.72,4.27,5.70,5.33,5.57,10.22,4.49,5.11,3.36,3.71,D
5,3,3,4,4,5,3,3,3,5,1.89,3.10,2.44,0.62,1.15,0.77,3.36,2.59,3.27,2.23,D
5,5,3,5,5,1,4,1,2,5,3.14,8.23,0.49,5.33,3.88,4.09,0.65,2.04,0.75,3.71,D
4,2,4,4,4,5,5,4,5,4,1.79,0.33,3.87,1.87,3.44,0.77,2.69,3.15,2.02,2.65,D
5,1,3,5,5,4,5,5,2,5,3.77,0.85,0.49,6.39,4.66,0.39,5.38,7.01,0.75,4.45,D
5,2,5,3,5,5,4,4,5,5,3.77,0.33,6.84,0.67,4.66,1.55,1.29,1.05,4.03,4.45,D
5,1,5,4,4,5,4,4,3,4,1.89,0.85,3.42,1.55,2.87,0.77,3.23,2.62,0.65,2.21,D
5,2,3,4,4,5,4,5,5,4,2.51,0.33,0.49,1.24,2.29,1.03,2.58,4.67,2.69,1.77,D
4,2,4,3,4,5,5,5,1,5,0.90,0.33,1.94,0.67,1.72,1.03,3.59,4.67,1.50,2.97,D
5,1,5,3,5,5,5,5,3,5,4.40,0.85,7.98,1.34,5.43,1.81,6.28,8.18,1.31,5.20,D
4,2,4,3,4,5,5,4,1,4,1.50,0.33,3.23,0.67,2.87,0.52,1.79,2.62,1.50,2.21,D
5,2,3,4,4,5,5,4,3,4,1.89,0.33,0.97,1.24,2.29,0.77,2.69,2.10,1.31,1.77,D
5,4,3,2,4,5,4,4,3,4,1.26,4.41,0.97,0.73,2.87,0.52,3.23,2.62,1.31,2.21,D
4,2,4,4,4,4,4,4,4,4,2.69,0.33,5.81,2.80,5.16,3.51,5.81,4.72,4.02,3.97,D
5,2,4,4,5,5,4,5,5,4,3.14,0.33,2.58,1.24,3.88,1.29,2.58,5.84,3.36,1.77,D
5,2,5,5,5,4,5,5,2,3,3.77,0.66,6.84,6.39,4.66,0.39,5.38,7.01,1.51,0.85,D
5,1,4,4,5,4,5,5,2,4,2.51,0.85,2.58,1.24,3.10,1.56,3.59,4.67,0.75,1.77,D
5,4,4,5,4,5,4,5,5,4,3.14,4.41,3.23,5.33,2.87,1.29,3.23,5.84,3.36,2.21,D
4,2,2,4,4,4,4,4,2,2,1.79,1.33,1.85,1.87,3.44,2.34,3.87,3.15,3.01,2.58,D
5,1,5,5,5,5,5,5,5,5,5.66,0.85,10.26,9.59,6.99,2.32,8.08,10.51,6.05,6.68,D
4,4,1,3,4,5,4,4,4,4,2.09,6.17,1.50,0.67,4.01,0.26,4.52,3.67,3.13,3.09,D
4,2,4,4,4,5,4,3,4,4,2.09,0.33,4.52,2.18,4.01,0.26,4.52,0.52,3.13,3.09,D
4,3,5,4,4,4,4,4,4,4,2.39,0.62,1.14,2.49,4.59,3.12,5.16,4.20,3.57,3.53,D
4,2,3,3,5,5,5,4,3,4,0.90,0.33,1.46,2.02,2.33,0.77,2.69,1.57,1.96,1.32,D
4,3,2,4,4,5,1,1,4,1,1.20,0.62,0.46,1.24,2.29,0.26,2.89,3.07,1.79,3.13,D
4,2,3,5,5,4,5,4,1,3,0.90,0.33,0.97,3.20,2.33,1.17,2.69,1.57,1.50,1.71,D
5,2,5,5,5,5,5,5,1,4,4.40,0.33,7.98,7.46,5.43,1.81,6.28,8.18,1.50,0.44,D
4,3,4,4,5,5,4,4,3,5,1.50,1.24,3.23,1.55,2.33,0.77,3.23,2.62,1.31,2.23,D
2,4,1,2,1,2,4,3,4,3,3.07,2.65,3.00,2.19,2.23,6.13,1.94,1.04,1.34,1.71,D
5,2,3,3,5,5,5,5,4,4,3.14,0.33,0.97,1.34,3.88,1.29,4.49,5.84,0.89,0.88,D
5,1,5,1,5,4,5,5,3,5,3.77,1.71,6.84,3.13,4.66,0.39,5.38,7.01,0.65,4.45,D
5,2,4,4,5,5,5,5,5,5,4.40,0.33,1.29,0.62,5.43,1.81,6.28,8.18,4.71,5.20,D
5,2,5,4,5,5,5,5,2,5,4.40,0.66,7.98,0.31,5.43,1.81,6.28,8.18,1.51,5.20,D
5,1,5,4,5,5,5,5,4,5,4.40,0.85,7.98,0.62,5.43,1.81,6.28,8.18,0.89,5.20,D
5,3,5,3,5,5,5,5,5,5,5.03,1.24,9.12,1.34,6.21,2.06,7.18,9.35,5.38,5.94,D
4,2,4,4,4,4,4,4,2,3,2.09,0.66,4.52,2.18,4.01,2.73,4.52,3.67,1.51,0.85,D
5,3,3,5,5,5,5,5,3,5,4.40,1.86,1.46,7.46,5.43,1.81,6.28,8.18,1.96,5.20,D
4,2,4,4,4,4,4,4,4,4,2.69,0.33,5.81,2.80,5.16,3.51,5.81,4.72,4.02,3.97,D
5,2,3,4,5,5,4,4,4,3,1.89,0.33,0.97,1.24,2.33,0.77,2.58,2.10,1.79,1.71,D
5,2,3,4,4,5,5,5,4,5,3.14,0.33,0.49,0.93,1.72,1.29,4.49,5.84,1.34,3.71,D
5,1,4,3,5,5,5,5,3,2,3.14,0.85,0.65,1.34,3.88,1.29,4.49,5.84,1.31,0.65,D
5,2,3,4,5,5,4,4,4,4,1.89,0.33,0.49,1.55,2.33,0.77,3.23,2.62,2.23,2.21,D
4,2,4,3,4,4,4,4,4,4,2.39,0.33,5.16,0.67,4.59,3.12,5.16,4.20,3.57,3.53,D
5,4,3,3,4,5,4,5,5,5,3.14,2.65,0.97,1.34,1.72,1.29,1.94,5.84,3.36,3.71,D
5,1,4,4,5,5,5,5,3,5,3.77,0.85,1.29,0.62,4.66,1.55,5.38,7.01,0.65,4.45,D
4,2,3,4,4,4,4,4,4,4,2.39,0.33,0.49,2.49,4.59,3.12,5.16,4.20,3.57,3.53,D
4,2,4,4,4,4,4,1,4,4,2.39,0.33,5.16,2.49,4.59,3.12,5.16,1.02,3.57,3.53,D
4,4,4,5,5,5,5,5,2,5,0.90,2.65,1.94,6.39,4.66,1.55,5.38,7.01,0.75,4.45,D
5,1,5,4,5,5,5,4,5,4,3.77,0.85,6.84,0.93,4.66,1.55,5.38,1.57,4.03,1.32,D
5,4,3,3,5,5,4,5,5,5,3.77,1.76,0.97,1.34,4.66,1.55,1.29,7.01,4.03,4.45,D
5,2,5,3,5,5,5,5,3,4,3.77,0.33,6.84,1.34,4.66,1.55,5.38,7.01,1.31,0.44,D
5,2,3,4,4,5,4,4,4,4,1.26,0.33,0.49,1.87,3.44,0.52,3.87,3.15,2.68,2.65,D
5,2,2,2,5,4,2,2,2,5,1.89,1.99,2.78,4.39,2.33,0.39,2.92,3.77,4.52,2.23,D
4,2,5,3,5,5,5,5,2,5,0.30,0.66,6.84,0.67,4.66,1.55,5.38,7.01,1.51,4.45,D
4,4,4,4,4,5,4,4,3,4,2.39,7.06,5.16,2.49,4.59,0.26,5.16,4.20,0.65,3.53,D
4,2,4,4,5,4,4,4,2,4,2.09,0.66,4.52,2.18,0.78,2.73,4.52,3.67,1.51,3.09,D
5,2,4,3,5,5,5,5,4,4,3.14,0.33,1.94,0.67,3.88,1.29,4.49,5.84,1.34,1.32,D
5,3,5,3,5,5,5,5,5,5,5.03,1.24,9.12,1.34,6.21,2.06,7.18,9.35,5.38,5.94,D
5,1,5,5,5,5,5,5,5,5,5.66,0.85,10.26,9.59,6.99,2.32,8.08,10.51,6.05,6.68,D
5,1,5,5,5,5,5,5,5,5,5.66,0.85,10.26,9.59,6.99,2.32,8.08,10.51,6.05,6.68,D
3,2,2,4,4,4,2,2,3,4,1.58,1.33,1.85,1.24,2.29,1.56,1.95,2.51,1.31,1.77,D
3,3,2,2,3,2,1,2,5,3,3.15,2.48,1.85,2.93,2.69,8.17,0.96,2.51,0.67,3.41,D
4,2,4,2,5,5,4,4,4,4,1.79,0.66,3.87,1.46,1.55,0.52,3.87,3.15,2.68,2.65,D
4,3,2,4,5,5,4,4,5,5,1.20,0.62,0.46,1.24,3.10,1.03,2.58,2.10,2.69,2.97,D
5,1,4,2,5,5,5,5,5,5,4.40,0.85,0.65,0.73,5.43,1.81,6.28,8.18,4.71,5.20,D
4,2,4,3,4,4,4,4,4,4,2.39,0.33,5.16,0.67,4.59,3.12,5.16,4.20,3.57,3.53,D
4,2,4,4,4,4,4,4,4,3,2.39,0.33,5.16,2.49,4.59,3.12,5.16,4.20,3.57,0.85,D
5,1,4,4,5,5,4,5,5,4,3.14,0.85,2.58,1.24,3.88,1.29,2.58,5.84,3.36,1.77,D
4,3,4,4,4,5,5,4,4,4,2.09,0.62,4.52,2.18,4.01,0.52,1.79,3.67,3.13,3.09,D
4,1,3,4,5,5,4,4,5,5,1.20,0.85,0.49,1.24,3.10,1.03,2.58,2.10,2.69,2.97,D
4,4,3,4,5,5,4,4,5,4,1.79,5.29,0.49,1.87,2.33,0.77,3.87,3.15,2.02,2.65,D
4,2,4,3,5,4,5,5,4,5,1.20,0.33,2.58,0.67,3.10,1.56,3.59,4.67,1.79,2.97,D
5,2,5,5,5,5,5,5,5,5,5.66,0.33,10.26,9.59,6.99,2.32,8.08,10.51,6.05,6.68,D
4,3,3,3,4,4,4,4,3,4,1.79,2.48,1.95,2.69,3.44,2.34,3.87,3.15,2.62,2.65,D
4,1,3,3,5,5,3,4,4,4,1.20,0.85,1.46,2.02,1.55,0.52,2.02,2.10,1.79,1.77,D
4,2,4,4,5,4,5,4,2,4,1.79,0.66,3.87,1.87,1.55,2.34,1.79,3.15,1.51,2.65,D
4,2,4,4,5,5,4,4,4,5,1.79,0.33,3.87,1.87,2.33,0.77,3.87,3.15,2.68,2.23,D
4,2,3,4,5,5,5,4,4,4,1.50,0.33,0.49,1.55,2.33,0.77,2.69,2.62,2.23,2.21,D
5,1,4,3,5,5,5,5,5,4,3.77,0.85,1.29,0.67,4.66,1.55,5.38,7.01,4.03,0.88,D
